#    L    TT             EE             BB             TE             PP             TP             EP
  5683    0.38769E-01    0.67670E-03    0.00000E+00   -0.15656E-03    0.41028E-09    0.22548E-07    0.24041E-10
  5684    0.38707E-01    0.67517E-03    0.00000E+00   -0.15315E-03    0.41017E-09    0.22530E-07    0.24091E-10
  5685    0.38644E-01    0.67365E-03    0.00000E+00   -0.14979E-03    0.41005E-09    0.22513E-07    0.24142E-10
  5686    0.38582E-01    0.67211E-03    0.00000E+00   -0.14650E-03    0.40993E-09    0.22496E-07    0.24193E-10
  5687    0.38519E-01    0.67058E-03    0.00000E+00   -0.14326E-03    0.40981E-09    0.22479E-07    0.24246E-10
  5688    0.38457E-01    0.66912E-03    0.00000E+00   -0.14008E-03    0.40970E-09    0.22462E-07    0.24299E-10
  5689    0.38396E-01    0.66759E-03    0.00000E+00   -0.13696E-03    0.40958E-09    0.22444E-07    0.24354E-10
  5690    0.38332E-01    0.66613E-03    0.00000E+00   -0.13390E-03    0.40946E-09    0.22427E-07    0.24410E-10
  5691    0.38270E-01    0.66474E-03    0.00000E+00   -0.13090E-03    0.40935E-09    0.22409E-07    0.24466E-10
  5692    0.38208E-01    0.66320E-03    0.00000E+00   -0.12795E-03    0.40923E-09    0.22392E-07    0.24524E-10
  5693    0.38146E-01    0.66181E-03    0.00000E+00   -0.12506E-03    0.40911E-09    0.22374E-07    0.24582E-10
  5694    0.38083E-01    0.66035E-03    0.00000E+00   -0.12223E-03    0.40900E-09    0.22356E-07    0.24641E-10
  5695    0.38021E-01    0.65896E-03    0.00000E+00   -0.11945E-03    0.40888E-09    0.22339E-07    0.24702E-10
  5696    0.37958E-01    0.65750E-03    0.00000E+00   -0.11673E-03    0.40876E-09    0.22321E-07    0.24763E-10
  5697    0.37896E-01    0.65612E-03    0.00000E+00   -0.11407E-03    0.40865E-09    0.22303E-07    0.24825E-10
  5698    0.37834E-01    0.65473E-03    0.00000E+00   -0.11147E-03    0.40853E-09    0.22285E-07    0.24888E-10
  5699    0.37771E-01    0.65334E-03    0.00000E+00   -0.10892E-03    0.40842E-09    0.22267E-07    0.24953E-10
  5700    0.37709E-01    0.65203E-03    0.00000E+00   -0.10644E-03    0.40830E-09    0.22249E-07    0.25017E-10
  5701    0.37647E-01    0.65064E-03    0.00000E+00   -0.10400E-03    0.40818E-09    0.22231E-07    0.25083E-10
  5702    0.37585E-01    0.64925E-03    0.00000E+00   -0.10161E-03    0.40807E-09    0.22213E-07    0.25150E-10
  5703    0.37522E-01    0.64793E-03    0.00000E+00   -0.99289E-04    0.40795E-09    0.22195E-07    0.25218E-10
  5704    0.37461E-01    0.64661E-03    0.00000E+00   -0.97024E-04    0.40784E-09    0.22177E-07    0.25286E-10
  5705    0.37397E-01    0.64522E-03    0.00000E+00   -0.94803E-04    0.40772E-09    0.22159E-07    0.25356E-10
  5706    0.37336E-01    0.64391E-03    0.00000E+00   -0.92648E-04    0.40760E-09    0.22140E-07    0.25426E-10
  5707    0.37274E-01    0.64260E-03    0.00000E+00   -0.90545E-04    0.40749E-09    0.22122E-07    0.25497E-10
  5708    0.37212E-01    0.64136E-03    0.00000E+00   -0.88492E-04    0.40737E-09    0.22104E-07    0.25569E-10
  5709    0.37149E-01    0.64004E-03    0.00000E+00   -0.86491E-04    0.40726E-09    0.22085E-07    0.25642E-10
  5710    0.37088E-01    0.63874E-03    0.00000E+00   -0.84541E-04    0.40714E-09    0.22067E-07    0.25716E-10
  5711    0.37026E-01    0.63751E-03    0.00000E+00   -0.82649E-04    0.40703E-09    0.22048E-07    0.25790E-10
  5712    0.36964E-01    0.63619E-03    0.00000E+00   -0.80809E-04    0.40691E-09    0.22030E-07    0.25866E-10
  5713    0.36904E-01    0.63496E-03    0.00000E+00   -0.79012E-04    0.40679E-09    0.22011E-07    0.25942E-10
  5714    0.36841E-01    0.63366E-03    0.00000E+00   -0.77273E-04    0.40668E-09    0.21992E-07    0.26019E-10
  5715    0.36780E-01    0.63242E-03    0.00000E+00   -0.75585E-04    0.40656E-09    0.21973E-07    0.26097E-10
  5716    0.36719E-01    0.63119E-03    0.00000E+00   -0.73940E-04    0.40645E-09    0.21955E-07    0.26175E-10
  5717    0.36657E-01    0.62995E-03    0.00000E+00   -0.72346E-04    0.40633E-09    0.21936E-07    0.26255E-10
  5718    0.36596E-01    0.62871E-03    0.00000E+00   -0.70803E-04    0.40622E-09    0.21917E-07    0.26335E-10
  5719    0.36534E-01    0.62747E-03    0.00000E+00   -0.69310E-04    0.40610E-09    0.21898E-07    0.26416E-10
  5720    0.36473E-01    0.62622E-03    0.00000E+00   -0.67861E-04    0.40599E-09    0.21879E-07    0.26498E-10
  5721    0.36411E-01    0.62498E-03    0.00000E+00   -0.66462E-04    0.40587E-09    0.21860E-07    0.26580E-10
  5722    0.36350E-01    0.62374E-03    0.00000E+00   -0.65106E-04    0.40576E-09    0.21841E-07    0.26664E-10
  5723    0.36288E-01    0.62249E-03    0.00000E+00   -0.63801E-04    0.40564E-09    0.21822E-07    0.26748E-10
  5724    0.36227E-01    0.62132E-03    0.00000E+00   -0.62538E-04    0.40553E-09    0.21803E-07    0.26833E-10
  5725    0.36166E-01    0.62007E-03    0.00000E+00   -0.61319E-04    0.40541E-09    0.21784E-07    0.26918E-10
  5726    0.36105E-01    0.61883E-03    0.00000E+00   -0.60150E-04    0.40530E-09    0.21765E-07    0.27004E-10
  5727    0.36044E-01    0.61765E-03    0.00000E+00   -0.59016E-04    0.40518E-09    0.21745E-07    0.27091E-10
  5728    0.35984E-01    0.61640E-03    0.00000E+00   -0.57932E-04    0.40507E-09    0.21726E-07    0.27179E-10
  5729    0.35923E-01    0.61523E-03    0.00000E+00   -0.56891E-04    0.40495E-09    0.21707E-07    0.27268E-10
  5730    0.35861E-01    0.61399E-03    0.00000E+00   -0.55893E-04    0.40484E-09    0.21687E-07    0.27357E-10
  5731    0.35800E-01    0.61281E-03    0.00000E+00   -0.54937E-04    0.40472E-09    0.21668E-07    0.27447E-10
  5732    0.35740E-01    0.61160E-03    0.00000E+00   -0.54017E-04    0.40461E-09    0.21649E-07    0.27537E-10
  5733    0.35680E-01    0.61041E-03    0.00000E+00   -0.53132E-04    0.40449E-09    0.21629E-07    0.27629E-10
  5734    0.35618E-01    0.60922E-03    0.00000E+00   -0.52303E-04    0.40438E-09    0.21610E-07    0.27721E-10
  5735    0.35558E-01    0.60803E-03    0.00000E+00   -0.51503E-04    0.40427E-09    0.21590E-07    0.27813E-10
  5736    0.35498E-01    0.60683E-03    0.00000E+00   -0.50737E-04    0.40415E-09    0.21570E-07    0.27907E-10
  5737    0.35437E-01    0.60565E-03    0.00000E+00   -0.50014E-04    0.40404E-09    0.21551E-07    0.28001E-10
  5738    0.35377E-01    0.60445E-03    0.00000E+00   -0.49326E-04    0.40392E-09    0.21531E-07    0.28095E-10
  5739    0.35316E-01    0.60325E-03    0.00000E+00   -0.48679E-04    0.40381E-09    0.21512E-07    0.28191E-10
  5740    0.35257E-01    0.60205E-03    0.00000E+00   -0.48060E-04    0.40369E-09    0.21492E-07    0.28287E-10
  5741    0.35196E-01    0.60086E-03    0.00000E+00   -0.47476E-04    0.40358E-09    0.21472E-07    0.28383E-10
  5742    0.35136E-01    0.59966E-03    0.00000E+00   -0.46934E-04    0.40347E-09    0.21452E-07    0.28481E-10
  5743    0.35077E-01    0.59846E-03    0.00000E+00   -0.46426E-04    0.40335E-09    0.21432E-07    0.28579E-10
  5744    0.35016E-01    0.59726E-03    0.00000E+00   -0.45946E-04    0.40324E-09    0.21413E-07    0.28677E-10
  5745    0.34956E-01    0.59607E-03    0.00000E+00   -0.45492E-04    0.40313E-09    0.21393E-07    0.28776E-10
  5746    0.34896E-01    0.59487E-03    0.00000E+00   -0.45081E-04    0.40301E-09    0.21373E-07    0.28876E-10
  5747    0.34836E-01    0.59367E-03    0.00000E+00   -0.44689E-04    0.40290E-09    0.21353E-07    0.28976E-10
  5748    0.34777E-01    0.59248E-03    0.00000E+00   -0.44331E-04    0.40278E-09    0.21333E-07    0.29077E-10
  5749    0.34717E-01    0.59128E-03    0.00000E+00   -0.44015E-04    0.40267E-09    0.21313E-07    0.29179E-10
  5750    0.34658E-01    0.59008E-03    0.00000E+00   -0.43711E-04    0.40256E-09    0.21293E-07    0.29281E-10
  5751    0.34598E-01    0.58887E-03    0.00000E+00   -0.43441E-04    0.40244E-09    0.21273E-07    0.29383E-10
  5752    0.34539E-01    0.58767E-03    0.00000E+00   -0.43205E-04    0.40233E-09    0.21253E-07    0.29486E-10
  5753    0.34479E-01    0.58647E-03    0.00000E+00   -0.42981E-04    0.40222E-09    0.21232E-07    0.29590E-10
  5754    0.34421E-01    0.58526E-03    0.00000E+00   -0.42792E-04    0.40210E-09    0.21212E-07    0.29695E-10
  5755    0.34361E-01    0.58405E-03    0.00000E+00   -0.42628E-04    0.40199E-09    0.21192E-07    0.29800E-10
  5756    0.34301E-01    0.58284E-03    0.00000E+00   -0.42484E-04    0.40188E-09    0.21172E-07    0.29905E-10
  5757    0.34243E-01    0.58162E-03    0.00000E+00   -0.42374E-04    0.40176E-09    0.21152E-07    0.30011E-10
  5758    0.34184E-01    0.58041E-03    0.00000E+00   -0.42275E-04    0.40165E-09    0.21131E-07    0.30117E-10
  5759    0.34124E-01    0.57919E-03    0.00000E+00   -0.42210E-04    0.40154E-09    0.21111E-07    0.30224E-10
  5760    0.34065E-01    0.57797E-03    0.00000E+00   -0.42156E-04    0.40142E-09    0.21091E-07    0.30332E-10
  5761    0.34007E-01    0.57674E-03    0.00000E+00   -0.42122E-04    0.40131E-09    0.21070E-07    0.30440E-10
  5762    0.33947E-01    0.57551E-03    0.00000E+00   -0.42120E-04    0.40120E-09    0.21050E-07    0.30548E-10
  5763    0.33889E-01    0.57429E-03    0.00000E+00   -0.42131E-04    0.40108E-09    0.21029E-07    0.30658E-10
  5764    0.33830E-01    0.57306E-03    0.00000E+00   -0.42167E-04    0.40097E-09    0.21009E-07    0.30767E-10
  5765    0.33771E-01    0.57182E-03    0.00000E+00   -0.42215E-04    0.40086E-09    0.20989E-07    0.30877E-10
  5766    0.33713E-01    0.57058E-03    0.00000E+00   -0.42288E-04    0.40075E-09    0.20968E-07    0.30988E-10
  5767    0.33654E-01    0.56934E-03    0.00000E+00   -0.42373E-04    0.40063E-09    0.20948E-07    0.31098E-10
  5768    0.33596E-01    0.56809E-03    0.00000E+00   -0.42468E-04    0.40052E-09    0.20927E-07    0.31210E-10
  5769    0.33537E-01    0.56685E-03    0.00000E+00   -0.42590E-04    0.40041E-09    0.20907E-07    0.31322E-10
  5770    0.33479E-01    0.56560E-03    0.00000E+00   -0.42723E-04    0.40030E-09    0.20886E-07    0.31434E-10
  5771    0.33420E-01    0.56435E-03    0.00000E+00   -0.42873E-04    0.40018E-09    0.20865E-07    0.31547E-10
  5772    0.33362E-01    0.56309E-03    0.00000E+00   -0.43028E-04    0.40007E-09    0.20845E-07    0.31660E-10
  5773    0.33303E-01    0.56183E-03    0.00000E+00   -0.43193E-04    0.39996E-09    0.20824E-07    0.31774E-10
  5774    0.33245E-01    0.56056E-03    0.00000E+00   -0.43383E-04    0.39985E-09    0.20804E-07    0.31888E-10
  5775    0.33187E-01    0.55929E-03    0.00000E+00   -0.43577E-04    0.39973E-09    0.20783E-07    0.32002E-10
  5776    0.33129E-01    0.55803E-03    0.00000E+00   -0.43790E-04    0.39962E-09    0.20762E-07    0.32117E-10
  5777    0.33070E-01    0.55675E-03    0.00000E+00   -0.44005E-04    0.39951E-09    0.20741E-07    0.32232E-10
  5778    0.33012E-01    0.55547E-03    0.00000E+00   -0.44238E-04    0.39940E-09    0.20721E-07    0.32348E-10
  5779    0.32954E-01    0.55419E-03    0.00000E+00   -0.44474E-04    0.39928E-09    0.20700E-07    0.32464E-10
  5780    0.32896E-01    0.55291E-03    0.00000E+00   -0.44721E-04    0.39917E-09    0.20679E-07    0.32581E-10
  5781    0.32838E-01    0.55162E-03    0.00000E+00   -0.44978E-04    0.39906E-09    0.20659E-07    0.32697E-10
  5782    0.32780E-01    0.55033E-03    0.00000E+00   -0.45238E-04    0.39895E-09    0.20638E-07    0.32815E-10
  5783    0.32722E-01    0.54903E-03    0.00000E+00   -0.45501E-04    0.39884E-09    0.20617E-07    0.32932E-10
  5784    0.32664E-01    0.54773E-03    0.00000E+00   -0.45775E-04    0.39872E-09    0.20596E-07    0.33050E-10
  5785    0.32606E-01    0.54642E-03    0.00000E+00   -0.46058E-04    0.39861E-09    0.20575E-07    0.33168E-10
  5786    0.32549E-01    0.54511E-03    0.00000E+00   -0.46344E-04    0.39850E-09    0.20554E-07    0.33287E-10
  5787    0.32491E-01    0.54380E-03    0.00000E+00   -0.46633E-04    0.39839E-09    0.20534E-07    0.33406E-10
  5788    0.32433E-01    0.54249E-03    0.00000E+00   -0.46932E-04    0.39828E-09    0.20513E-07    0.33525E-10
  5789    0.32375E-01    0.54116E-03    0.00000E+00   -0.47233E-04    0.39817E-09    0.20492E-07    0.33645E-10
  5790    0.32318E-01    0.53983E-03    0.00000E+00   -0.47522E-04    0.39805E-09    0.20471E-07    0.33765E-10
  5791    0.32260E-01    0.53851E-03    0.00000E+00   -0.47829E-04    0.39794E-09    0.20450E-07    0.33885E-10
  5792    0.32203E-01    0.53718E-03    0.00000E+00   -0.48138E-04    0.39783E-09    0.20429E-07    0.34005E-10
  5793    0.32145E-01    0.53584E-03    0.00000E+00   -0.48442E-04    0.39772E-09    0.20408E-07    0.34126E-10
  5794    0.32087E-01    0.53450E-03    0.00000E+00   -0.48748E-04    0.39761E-09    0.20387E-07    0.34247E-10
  5795    0.32030E-01    0.53316E-03    0.00000E+00   -0.49064E-04    0.39750E-09    0.20366E-07    0.34369E-10
  5796    0.31973E-01    0.53181E-03    0.00000E+00   -0.49375E-04    0.39739E-09    0.20345E-07    0.34490E-10
  5797    0.31916E-01    0.53047E-03    0.00000E+00   -0.49680E-04    0.39727E-09    0.20324E-07    0.34612E-10
  5798    0.31858E-01    0.52911E-03    0.00000E+00   -0.49995E-04    0.39716E-09    0.20303E-07    0.34735E-10
  5799    0.31800E-01    0.52776E-03    0.00000E+00   -0.50297E-04    0.39705E-09    0.20282E-07    0.34857E-10
  5800    0.31743E-01    0.52640E-03    0.00000E+00   -0.50609E-04    0.39694E-09    0.20261E-07    0.34980E-10
  5801    0.31686E-01    0.52504E-03    0.00000E+00   -0.50900E-04    0.39683E-09    0.20240E-07    0.35103E-10
  5802    0.31629E-01    0.52367E-03    0.00000E+00   -0.51194E-04    0.39672E-09    0.20219E-07    0.35226E-10
  5803    0.31571E-01    0.52230E-03    0.00000E+00   -0.51489E-04    0.39661E-09    0.20198E-07    0.35350E-10
  5804    0.31515E-01    0.52092E-03    0.00000E+00   -0.51779E-04    0.39650E-09    0.20177E-07    0.35473E-10
  5805    0.31457E-01    0.51955E-03    0.00000E+00   -0.52070E-04    0.39639E-09    0.20156E-07    0.35597E-10
  5806    0.31399E-01    0.51816E-03    0.00000E+00   -0.52348E-04    0.39628E-09    0.20135E-07    0.35721E-10
  5807    0.31342E-01    0.51678E-03    0.00000E+00   -0.52628E-04    0.39616E-09    0.20114E-07    0.35846E-10
  5808    0.31284E-01    0.51539E-03    0.00000E+00   -0.52902E-04    0.39605E-09    0.20093E-07    0.35970E-10
  5809    0.31227E-01    0.51401E-03    0.00000E+00   -0.53163E-04    0.39594E-09    0.20072E-07    0.36095E-10
  5810    0.31170E-01    0.51261E-03    0.00000E+00   -0.53426E-04    0.39583E-09    0.20051E-07    0.36220E-10
  5811    0.31112E-01    0.51122E-03    0.00000E+00   -0.53682E-04    0.39572E-09    0.20030E-07    0.36345E-10
  5812    0.31055E-01    0.50981E-03    0.00000E+00   -0.53925E-04    0.39561E-09    0.20009E-07    0.36470E-10
  5813    0.30998E-01    0.50841E-03    0.00000E+00   -0.54170E-04    0.39550E-09    0.19988E-07    0.36595E-10
  5814    0.30941E-01    0.50701E-03    0.00000E+00   -0.54408E-04    0.39539E-09    0.19967E-07    0.36721E-10
  5815    0.30884E-01    0.50560E-03    0.00000E+00   -0.54633E-04    0.39528E-09    0.19946E-07    0.36847E-10
  5816    0.30827E-01    0.50418E-03    0.00000E+00   -0.54851E-04    0.39517E-09    0.19925E-07    0.36973E-10
  5817    0.30770E-01    0.50277E-03    0.00000E+00   -0.55056E-04    0.39506E-09    0.19903E-07    0.37099E-10
  5818    0.30713E-01    0.50135E-03    0.00000E+00   -0.55255E-04    0.39495E-09    0.19882E-07    0.37225E-10
  5819    0.30656E-01    0.49994E-03    0.00000E+00   -0.55454E-04    0.39484E-09    0.19861E-07    0.37351E-10
  5820    0.30598E-01    0.49852E-03    0.00000E+00   -0.55640E-04    0.39473E-09    0.19840E-07    0.37477E-10
  5821    0.30541E-01    0.49709E-03    0.00000E+00   -0.55812E-04    0.39462E-09    0.19819E-07    0.37604E-10
  5822    0.30484E-01    0.49567E-03    0.00000E+00   -0.55985E-04    0.39451E-09    0.19798E-07    0.37731E-10
  5823    0.30427E-01    0.49425E-03    0.00000E+00   -0.56137E-04    0.39440E-09    0.19777E-07    0.37857E-10
  5824    0.30369E-01    0.49281E-03    0.00000E+00   -0.56289E-04    0.39429E-09    0.19756E-07    0.37984E-10
  5825    0.30312E-01    0.49139E-03    0.00000E+00   -0.56420E-04    0.39418E-09    0.19735E-07    0.38111E-10
  5826    0.30255E-01    0.48996E-03    0.00000E+00   -0.56551E-04    0.39407E-09    0.19714E-07    0.38238E-10
  5827    0.30198E-01    0.48852E-03    0.00000E+00   -0.56669E-04    0.39396E-09    0.19693E-07    0.38365E-10
  5828    0.30141E-01    0.48709E-03    0.00000E+00   -0.56772E-04    0.39385E-09    0.19672E-07    0.38492E-10
  5829    0.30083E-01    0.48565E-03    0.00000E+00   -0.56868E-04    0.39374E-09    0.19651E-07    0.38619E-10
  5830    0.30026E-01    0.48422E-03    0.00000E+00   -0.56950E-04    0.39363E-09    0.19630E-07    0.38747E-10
  5831    0.29969E-01    0.48277E-03    0.00000E+00   -0.57018E-04    0.39352E-09    0.19609E-07    0.38874E-10
  5832    0.29912E-01    0.48133E-03    0.00000E+00   -0.57079E-04    0.39341E-09    0.19588E-07    0.39001E-10
  5833    0.29855E-01    0.47989E-03    0.00000E+00   -0.57125E-04    0.39330E-09    0.19567E-07    0.39129E-10
  5834    0.29797E-01    0.47845E-03    0.00000E+00   -0.57171E-04    0.39319E-09    0.19546E-07    0.39256E-10
  5835    0.29740E-01    0.47700E-03    0.00000E+00   -0.57196E-04    0.39308E-09    0.19525E-07    0.39383E-10
  5836    0.29683E-01    0.47556E-03    0.00000E+00   -0.57213E-04    0.39297E-09    0.19504E-07    0.39511E-10
  5837    0.29625E-01    0.47411E-03    0.00000E+00   -0.57216E-04    0.39286E-09    0.19483E-07    0.39638E-10
  5838    0.29568E-01    0.47266E-03    0.00000E+00   -0.57204E-04    0.39276E-09    0.19462E-07    0.39766E-10
  5839    0.29511E-01    0.47122E-03    0.00000E+00   -0.57192E-04    0.39265E-09    0.19441E-07    0.39893E-10
  5840    0.29453E-01    0.46977E-03    0.00000E+00   -0.57165E-04    0.39254E-09    0.19420E-07    0.40020E-10
  5841    0.29396E-01    0.46832E-03    0.00000E+00   -0.57116E-04    0.39243E-09    0.19399E-07    0.40148E-10
  5842    0.29338E-01    0.46687E-03    0.00000E+00   -0.57060E-04    0.39232E-09    0.19378E-07    0.40275E-10
  5843    0.29282E-01    0.46542E-03    0.00000E+00   -0.57003E-04    0.39221E-09    0.19357E-07    0.40403E-10
  5844    0.29224E-01    0.46397E-03    0.00000E+00   -0.56924E-04    0.39210E-09    0.19336E-07    0.40530E-10
  5845    0.29167E-01    0.46253E-03    0.00000E+00   -0.56822E-04    0.39199E-09    0.19315E-07    0.40657E-10
  5846    0.29109E-01    0.46108E-03    0.00000E+00   -0.56720E-04    0.39188E-09    0.19294E-07    0.40784E-10
  5847    0.29052E-01    0.45963E-03    0.00000E+00   -0.56611E-04    0.39177E-09    0.19273E-07    0.40912E-10
  5848    0.28995E-01    0.45818E-03    0.00000E+00   -0.56478E-04    0.39167E-09    0.19252E-07    0.41039E-10
  5849    0.28937E-01    0.45673E-03    0.00000E+00   -0.56346E-04    0.39156E-09    0.19232E-07    0.41166E-10
  5850    0.28880E-01    0.45529E-03    0.00000E+00   -0.56198E-04    0.39145E-09    0.19211E-07    0.41293E-10
  5851    0.28822E-01    0.45384E-03    0.00000E+00   -0.56027E-04    0.39134E-09    0.19190E-07    0.41419E-10
  5852    0.28764E-01    0.45240E-03    0.00000E+00   -0.55863E-04    0.39123E-09    0.19169E-07    0.41546E-10
  5853    0.28707E-01    0.45096E-03    0.00000E+00   -0.55676E-04    0.39112E-09    0.19148E-07    0.41673E-10
  5854    0.28650E-01    0.44951E-03    0.00000E+00   -0.55481E-04    0.39101E-09    0.19127E-07    0.41799E-10
  5855    0.28593E-01    0.44807E-03    0.00000E+00   -0.55263E-04    0.39091E-09    0.19107E-07    0.41926E-10
  5856    0.28534E-01    0.44664E-03    0.00000E+00   -0.55059E-04    0.39080E-09    0.19086E-07    0.42052E-10
  5857    0.28478E-01    0.44519E-03    0.00000E+00   -0.54817E-04    0.39069E-09    0.19065E-07    0.42178E-10
  5858    0.28420E-01    0.44376E-03    0.00000E+00   -0.54575E-04    0.39058E-09    0.19045E-07    0.42305E-10
  5859    0.28363E-01    0.44232E-03    0.00000E+00   -0.54316E-04    0.39047E-09    0.19024E-07    0.42431E-10
  5860    0.28306E-01    0.44089E-03    0.00000E+00   -0.54050E-04    0.39036E-09    0.19003E-07    0.42556E-10
  5861    0.28248E-01    0.43946E-03    0.00000E+00   -0.53774E-04    0.39026E-09    0.18983E-07    0.42682E-10
  5862    0.28189E-01    0.43802E-03    0.00000E+00   -0.53483E-04    0.39015E-09    0.18962E-07    0.42808E-10
  5863    0.28133E-01    0.43660E-03    0.00000E+00   -0.53183E-04    0.39004E-09    0.18941E-07    0.42933E-10
  5864    0.28075E-01    0.43518E-03    0.00000E+00   -0.52875E-04    0.38993E-09    0.18921E-07    0.43058E-10
  5865    0.28016E-01    0.43375E-03    0.00000E+00   -0.52551E-04    0.38982E-09    0.18900E-07    0.43183E-10
  5866    0.27958E-01    0.43233E-03    0.00000E+00   -0.52225E-04    0.38972E-09    0.18880E-07    0.43308E-10
  5867    0.27902E-01    0.43091E-03    0.00000E+00   -0.51883E-04    0.38961E-09    0.18859E-07    0.43432E-10
  5868    0.27844E-01    0.42949E-03    0.00000E+00   -0.51533E-04    0.38950E-09    0.18839E-07    0.43557E-10
  5869    0.27786E-01    0.42808E-03    0.00000E+00   -0.51181E-04    0.38939E-09    0.18818E-07    0.43681E-10
  5870    0.27728E-01    0.42667E-03    0.00000E+00   -0.50805E-04    0.38928E-09    0.18798E-07    0.43805E-10
  5871    0.27670E-01    0.42526E-03    0.00000E+00   -0.50435E-04    0.38918E-09    0.18777E-07    0.43929E-10
  5872    0.27612E-01    0.42385E-03    0.00000E+00   -0.50049E-04    0.38907E-09    0.18757E-07    0.44053E-10
  5873    0.27555E-01    0.42246E-03    0.00000E+00   -0.49661E-04    0.38896E-09    0.18736E-07    0.44176E-10
  5874    0.27497E-01    0.42106E-03    0.00000E+00   -0.49250E-04    0.38885E-09    0.18716E-07    0.44299E-10
  5875    0.27439E-01    0.41966E-03    0.00000E+00   -0.48843E-04    0.38875E-09    0.18696E-07    0.44422E-10
  5876    0.27382E-01    0.41827E-03    0.00000E+00   -0.48428E-04    0.38864E-09    0.18675E-07    0.44545E-10
  5877    0.27324E-01    0.41687E-03    0.00000E+00   -0.47996E-04    0.38853E-09    0.18655E-07    0.44667E-10
  5878    0.27266E-01    0.41549E-03    0.00000E+00   -0.47570E-04    0.38842E-09    0.18635E-07    0.44789E-10
  5879    0.27208E-01    0.41412E-03    0.00000E+00   -0.47119E-04    0.38832E-09    0.18615E-07    0.44911E-10
  5880    0.27150E-01    0.41274E-03    0.00000E+00   -0.46667E-04    0.38821E-09    0.18594E-07    0.45032E-10
  5881    0.27092E-01    0.41137E-03    0.00000E+00   -0.46205E-04    0.38810E-09    0.18574E-07    0.45154E-10
  5882    0.27035E-01    0.41000E-03    0.00000E+00   -0.45749E-04    0.38800E-09    0.18554E-07    0.45275E-10
  5883    0.26977E-01    0.40862E-03    0.00000E+00   -0.45282E-04    0.38789E-09    0.18534E-07    0.45395E-10
  5884    0.26919E-01    0.40727E-03    0.00000E+00   -0.44797E-04    0.38778E-09    0.18514E-07    0.45516E-10
  5885    0.26862E-01    0.40591E-03    0.00000E+00   -0.44324E-04    0.38767E-09    0.18494E-07    0.45636E-10
  5886    0.26804E-01    0.40456E-03    0.00000E+00   -0.43835E-04    0.38757E-09    0.18474E-07    0.45756E-10
  5887    0.26746E-01    0.40321E-03    0.00000E+00   -0.43346E-04    0.38746E-09    0.18454E-07    0.45875E-10
  5888    0.26688E-01    0.40186E-03    0.00000E+00   -0.42842E-04    0.38735E-09    0.18434E-07    0.45994E-10
  5889    0.26631E-01    0.40052E-03    0.00000E+00   -0.42338E-04    0.38725E-09    0.18414E-07    0.46113E-10
  5890    0.26572E-01    0.39919E-03    0.00000E+00   -0.41830E-04    0.38714E-09    0.18394E-07    0.46232E-10
  5891    0.26515E-01    0.39785E-03    0.00000E+00   -0.41317E-04    0.38703E-09    0.18374E-07    0.46350E-10
  5892    0.26457E-01    0.39652E-03    0.00000E+00   -0.40802E-04    0.38693E-09    0.18354E-07    0.46467E-10
  5893    0.26398E-01    0.39520E-03    0.00000E+00   -0.40282E-04    0.38682E-09    0.18334E-07    0.46585E-10
  5894    0.26341E-01    0.39389E-03    0.00000E+00   -0.39759E-04    0.38671E-09    0.18315E-07    0.46702E-10
  5895    0.26283E-01    0.39258E-03    0.00000E+00   -0.39232E-04    0.38661E-09    0.18295E-07    0.46819E-10
  5896    0.26225E-01    0.39126E-03    0.00000E+00   -0.38696E-04    0.38650E-09    0.18275E-07    0.46935E-10
  5897    0.26168E-01    0.38997E-03    0.00000E+00   -0.38164E-04    0.38639E-09    0.18255E-07    0.47051E-10
  5898    0.26110E-01    0.38867E-03    0.00000E+00   -0.37632E-04    0.38629E-09    0.18236E-07    0.47166E-10
  5899    0.26052E-01    0.38739E-03    0.00000E+00   -0.37095E-04    0.38618E-09    0.18216E-07    0.47281E-10
  5900    0.25995E-01    0.38610E-03    0.00000E+00   -0.36558E-04    0.38607E-09    0.18197E-07    0.47396E-10
  5901    0.25936E-01    0.38482E-03    0.00000E+00   -0.36018E-04    0.38597E-09    0.18177E-07    0.47510E-10
  5902    0.25878E-01    0.38355E-03    0.00000E+00   -0.35483E-04    0.38586E-09    0.18158E-07    0.47624E-10
  5903    0.25822E-01    0.38227E-03    0.00000E+00   -0.34939E-04    0.38576E-09    0.18138E-07    0.47738E-10
  5904    0.25764E-01    0.38101E-03    0.00000E+00   -0.34394E-04    0.38565E-09    0.18119E-07    0.47851E-10
  5905    0.25705E-01    0.37975E-03    0.00000E+00   -0.33854E-04    0.38554E-09    0.18099E-07    0.47963E-10
  5906    0.25648E-01    0.37850E-03    0.00000E+00   -0.33312E-04    0.38544E-09    0.18080E-07    0.48075E-10
  5907    0.25591E-01    0.37726E-03    0.00000E+00   -0.32769E-04    0.38533E-09    0.18061E-07    0.48187E-10
  5908    0.25534E-01    0.37601E-03    0.00000E+00   -0.32226E-04    0.38522E-09    0.18041E-07    0.48298E-10
  5909    0.25476E-01    0.37478E-03    0.00000E+00   -0.31689E-04    0.38512E-09    0.18022E-07    0.48409E-10
  5910    0.25418E-01    0.37353E-03    0.00000E+00   -0.31144E-04    0.38501E-09    0.18003E-07    0.48519E-10
  5911    0.25361E-01    0.37232E-03    0.00000E+00   -0.30607E-04    0.38491E-09    0.17984E-07    0.48629E-10
