#    L    TT             EE             BB             TE             PP             TP             EP
   230    0.56971E+04    0.11713E+01    0.00000E+00    0.30330E+02    0.49692E-07    0.11596E-03    0.39068E-07
   231    0.56909E+04    0.12122E+01    0.00000E+00    0.32016E+02    0.49466E-07    0.11503E-03    0.53544E-07
   232    0.56842E+04    0.12549E+01    0.00000E+00    0.33705E+02    0.49242E-07    0.11410E-03    0.67961E-07
   233    0.56768E+04    0.12997E+01    0.00000E+00    0.35397E+02    0.49019E-07    0.11319E-03    0.82324E-07
   234    0.56687E+04    0.13464E+01    0.00000E+00    0.37092E+02    0.48799E-07    0.11227E-03    0.96640E-07
   235    0.56601E+04    0.13950E+01    0.00000E+00    0.38788E+02    0.48579E-07    0.11137E-03    0.11091E-06
   236    0.56508E+04    0.14457E+01    0.00000E+00    0.40487E+02    0.48362E-07    0.11047E-03    0.12515E-06
   237    0.56409E+04    0.14983E+01    0.00000E+00    0.42185E+02    0.48146E-07    0.10957E-03    0.13935E-06
   238    0.56303E+04    0.15531E+01    0.00000E+00    0.43884E+02    0.47931E-07    0.10868E-03    0.15353E-06
   239    0.56193E+04    0.16098E+01    0.00000E+00    0.45581E+02    0.47718E-07    0.10779E-03    0.16769E-06
   240    0.56075E+04    0.16686E+01    0.00000E+00    0.47276E+02    0.47507E-07    0.10691E-03    0.18184E-06
   241    0.55953E+04    0.17295E+01    0.00000E+00    0.48969E+02    0.47297E-07    0.10603E-03    0.19596E-06
   242    0.55824E+04    0.17925E+01    0.00000E+00    0.50659E+02    0.47089E-07    0.10516E-03    0.21006E-06
   243    0.55690E+04    0.18577E+01    0.00000E+00    0.52345E+02    0.46882E-07    0.10429E-03    0.22414E-06
   244    0.55549E+04    0.19250E+01    0.00000E+00    0.54027E+02    0.46677E-07    0.10343E-03    0.23819E-06
   245    0.55403E+04    0.19945E+01    0.00000E+00    0.55702E+02    0.46473E-07    0.10257E-03    0.25221E-06
   246    0.55251E+04    0.20662E+01    0.00000E+00    0.57372E+02    0.46270E-07    0.10172E-03    0.26619E-06
   247    0.55094E+04    0.21400E+01    0.00000E+00    0.59035E+02    0.46069E-07    0.10087E-03    0.28013E-06
   248    0.54931E+04    0.22163E+01    0.00000E+00    0.60690E+02    0.45870E-07    0.10003E-03    0.29403E-06
   249    0.54763E+04    0.22946E+01    0.00000E+00    0.62337E+02    0.45672E-07    0.99189E-04    0.30788E-06
   250    0.54589E+04    0.23753E+01    0.00000E+00    0.63974E+02    0.45475E-07    0.98356E-04    0.32169E-06
   251    0.54411E+04    0.24581E+01    0.00000E+00    0.65603E+02    0.45280E-07    0.97530E-04    0.33543E-06
   252    0.54226E+04    0.25433E+01    0.00000E+00    0.67221E+02    0.45086E-07    0.96708E-04    0.34913E-06
   253    0.54037E+04    0.26305E+01    0.00000E+00    0.68826E+02    0.44893E-07    0.95893E-04    0.36276E-06
   254    0.53843E+04    0.27202E+01    0.00000E+00    0.70420E+02    0.44702E-07    0.95083E-04    0.37633E-06
   255    0.53643E+04    0.28120E+01    0.00000E+00    0.72002E+02    0.44512E-07    0.94279E-04    0.38983E-06
   256    0.53439E+04    0.29063E+01    0.00000E+00    0.73572E+02    0.44323E-07    0.93481E-04    0.40326E-06
   257    0.53230E+04    0.30026E+01    0.00000E+00    0.75121E+02    0.44136E-07    0.92689E-04    0.41661E-06
   258    0.53016E+04    0.31014E+01    0.00000E+00    0.76663E+02    0.43950E-07    0.91903E-04    0.42989E-06
   259    0.52797E+04    0.32024E+01    0.00000E+00    0.78182E+02    0.43765E-07    0.91124E-04    0.44308E-06
   260    0.52574E+04    0.33057E+01    0.00000E+00    0.79694E+02    0.43581E-07    0.90350E-04    0.45619E-06
   261    0.52346E+04    0.34112E+01    0.00000E+00    0.81176E+02    0.43399E-07    0.89583E-04    0.46921E-06
   262    0.52113E+04    0.35191E+01    0.00000E+00    0.82650E+02    0.43218E-07    0.88823E-04    0.48214E-06
   263    0.51878E+04    0.36292E+01    0.00000E+00    0.84108E+02    0.43038E-07    0.88069E-04    0.49497E-06
   264    0.51637E+04    0.37415E+01    0.00000E+00    0.85545E+02    0.42860E-07    0.87321E-04    0.50771E-06
   265    0.51390E+04    0.38561E+01    0.00000E+00    0.86951E+02    0.42682E-07    0.86581E-04    0.52034E-06
   266    0.51140E+04    0.39731E+01    0.00000E+00    0.88349E+02    0.42506E-07    0.85847E-04    0.53287E-06
   267    0.50885E+04    0.40921E+01    0.00000E+00    0.89718E+02    0.42331E-07    0.85119E-04    0.54530E-06
   268    0.50626E+04    0.42136E+01    0.00000E+00    0.91071E+02    0.42157E-07    0.84398E-04    0.55764E-06
   269    0.50362E+04    0.43371E+01    0.00000E+00    0.92401E+02    0.41985E-07    0.83683E-04    0.56988E-06
   270    0.50096E+04    0.44629E+01    0.00000E+00    0.93709E+02    0.41813E-07    0.82975E-04    0.58203E-06
   271    0.49824E+04    0.45907E+01    0.00000E+00    0.94994E+02    0.41643E-07    0.82273E-04    0.59409E-06
   272    0.49551E+04    0.47210E+01    0.00000E+00    0.96249E+02    0.41473E-07    0.81576E-04    0.60606E-06
   273    0.49272E+04    0.48531E+01    0.00000E+00    0.97489E+02    0.41305E-07    0.80886E-04    0.61794E-06
   274    0.48991E+04    0.49877E+01    0.00000E+00    0.98691E+02    0.41138E-07    0.80201E-04    0.62974E-06
   275    0.48706E+04    0.51241E+01    0.00000E+00    0.99877E+02    0.40972E-07    0.79523E-04    0.64146E-06
   276    0.48418E+04    0.52626E+01    0.00000E+00    0.10103E+03    0.40807E-07    0.78850E-04    0.65309E-06
   277    0.48126E+04    0.54033E+01    0.00000E+00    0.10216E+03    0.40643E-07    0.78182E-04    0.66465E-06
   278    0.47832E+04    0.55460E+01    0.00000E+00    0.10326E+03    0.40481E-07    0.77520E-04    0.67613E-06
   279    0.47534E+04    0.56907E+01    0.00000E+00    0.10432E+03    0.40319E-07    0.76863E-04    0.68754E-06
   280    0.47234E+04    0.58373E+01    0.00000E+00    0.10537E+03    0.40158E-07    0.76212E-04    0.69888E-06
   281    0.46931E+04    0.59860E+01    0.00000E+00    0.10639E+03    0.39998E-07    0.75566E-04    0.71015E-06
   282    0.46625E+04    0.61364E+01    0.00000E+00    0.10737E+03    0.39840E-07    0.74925E-04    0.72135E-06
   283    0.46316E+04    0.62888E+01    0.00000E+00    0.10832E+03    0.39682E-07    0.74289E-04    0.73248E-06
   284    0.46006E+04    0.64430E+01    0.00000E+00    0.10924E+03    0.39525E-07    0.73657E-04    0.74355E-06
   285    0.45692E+04    0.65992E+01    0.00000E+00    0.11013E+03    0.39369E-07    0.73031E-04    0.75456E-06
   286    0.45376E+04    0.67571E+01    0.00000E+00    0.11099E+03    0.39215E-07    0.72409E-04    0.76551E-06
   287    0.45058E+04    0.69168E+01    0.00000E+00    0.11182E+03    0.39061E-07    0.71792E-04    0.77640E-06
   288    0.44738E+04    0.70782E+01    0.00000E+00    0.11261E+03    0.38908E-07    0.71179E-04    0.78724E-06
   289    0.44416E+04    0.72412E+01    0.00000E+00    0.11337E+03    0.38756E-07    0.70571E-04    0.79802E-06
   290    0.44092E+04    0.74058E+01    0.00000E+00    0.11410E+03    0.38605E-07    0.69967E-04    0.80875E-06
   291    0.43766E+04    0.75726E+01    0.00000E+00    0.11479E+03    0.38455E-07    0.69367E-04    0.81943E-06
   292    0.43437E+04    0.77406E+01    0.00000E+00    0.11546E+03    0.38305E-07    0.68771E-04    0.83005E-06
   293    0.43108E+04    0.79094E+01    0.00000E+00    0.11607E+03    0.38157E-07    0.68180E-04    0.84060E-06
   294    0.42777E+04    0.80804E+01    0.00000E+00    0.11667E+03    0.38010E-07    0.67593E-04    0.85110E-06
   295    0.42446E+04    0.82522E+01    0.00000E+00    0.11722E+03    0.37863E-07    0.67010E-04    0.86152E-06
   296    0.42112E+04    0.84262E+01    0.00000E+00    0.11774E+03    0.37717E-07    0.66431E-04    0.87187E-06
   297    0.41777E+04    0.86003E+01    0.00000E+00    0.11823E+03    0.37572E-07    0.65856E-04    0.88214E-06
   298    0.41440E+04    0.87766E+01    0.00000E+00    0.11867E+03    0.37428E-07    0.65285E-04    0.89234E-06
   299    0.41103E+04    0.89544E+01    0.00000E+00    0.11908E+03    0.37285E-07    0.64718E-04    0.90245E-06
   300    0.40765E+04    0.91323E+01    0.00000E+00    0.11945E+03    0.37143E-07    0.64154E-04    0.91248E-06
   301    0.40425E+04    0.93117E+01    0.00000E+00    0.11979E+03    0.37001E-07    0.63595E-04    0.92242E-06
   302    0.40086E+04    0.94918E+01    0.00000E+00    0.12009E+03    0.36861E-07    0.63040E-04    0.93226E-06
   303    0.39746E+04    0.96734E+01    0.00000E+00    0.12036E+03    0.36721E-07    0.62488E-04    0.94201E-06
   304    0.39405E+04    0.98566E+01    0.00000E+00    0.12057E+03    0.36582E-07    0.61940E-04    0.95166E-06
   305    0.39064E+04    0.10040E+02    0.00000E+00    0.12076E+03    0.36444E-07    0.61395E-04    0.96121E-06
   306    0.38722E+04    0.10224E+02    0.00000E+00    0.12091E+03    0.36306E-07    0.60855E-04    0.97064E-06
   307    0.38381E+04    0.10408E+02    0.00000E+00    0.12101E+03    0.36170E-07    0.60318E-04    0.97997E-06
   308    0.38039E+04    0.10595E+02    0.00000E+00    0.12109E+03    0.36034E-07    0.59784E-04    0.98919E-06
   309    0.37698E+04    0.10782E+02    0.00000E+00    0.12112E+03    0.35899E-07    0.59254E-04    0.99829E-06
   310    0.37356E+04    0.10968E+02    0.00000E+00    0.12112E+03    0.35765E-07    0.58728E-04    0.10073E-05
   311    0.37015E+04    0.11156E+02    0.00000E+00    0.12107E+03    0.35631E-07    0.58205E-04    0.10161E-05
   312    0.36675E+04    0.11344E+02    0.00000E+00    0.12099E+03    0.35498E-07    0.57686E-04    0.10248E-05
   313    0.36335E+04    0.11532E+02    0.00000E+00    0.12086E+03    0.35366E-07    0.57169E-04    0.10334E-05
   314    0.35995E+04    0.11722E+02    0.00000E+00    0.12071E+03    0.35235E-07    0.56657E-04    0.10419E-05
   315    0.35657E+04    0.11910E+02    0.00000E+00    0.12051E+03    0.35105E-07    0.56147E-04    0.10502E-05
   316    0.35319E+04    0.12099E+02    0.00000E+00    0.12027E+03    0.34975E-07    0.55641E-04    0.10584E-05
   317    0.34981E+04    0.12288E+02    0.00000E+00    0.12000E+03    0.34846E-07    0.55138E-04    0.10664E-05
   318    0.34645E+04    0.12478E+02    0.00000E+00    0.11968E+03    0.34718E-07    0.54638E-04    0.10744E-05
   319    0.34310E+04    0.12667E+02    0.00000E+00    0.11933E+03    0.34590E-07    0.54142E-04    0.10821E-05
   320    0.33976E+04    0.12857E+02    0.00000E+00    0.11895E+03    0.34463E-07    0.53649E-04    0.10898E-05
   321    0.33644E+04    0.13047E+02    0.00000E+00    0.11852E+03    0.34337E-07    0.53159E-04    0.10973E-05
   322    0.33313E+04    0.13235E+02    0.00000E+00    0.11806E+03    0.34211E-07    0.52672E-04    0.11047E-05
   323    0.32983E+04    0.13424E+02    0.00000E+00    0.11755E+03    0.34086E-07    0.52189E-04    0.11120E-05
   324    0.32655E+04    0.13613E+02    0.00000E+00    0.11700E+03    0.33962E-07    0.51709E-04    0.11191E-05
   325    0.32329E+04    0.13799E+02    0.00000E+00    0.11643E+03    0.33839E-07    0.51232E-04    0.11261E-05
   326    0.32004E+04    0.13987E+02    0.00000E+00    0.11581E+03    0.33716E-07    0.50758E-04    0.11330E-05
   327    0.31681E+04    0.14174E+02    0.00000E+00    0.11515E+03    0.33594E-07    0.50287E-04    0.11398E-05
   328    0.31360E+04    0.14360E+02    0.00000E+00    0.11447E+03    0.33473E-07    0.49819E-04    0.11464E-05
   329    0.31041E+04    0.14545E+02    0.00000E+00    0.11374E+03    0.33352E-07    0.49355E-04    0.11529E-05
   330    0.30724E+04    0.14730E+02    0.00000E+00    0.11297E+03    0.33232E-07    0.48894E-04    0.11593E-05
   331    0.30410E+04    0.14913E+02    0.00000E+00    0.11217E+03    0.33112E-07    0.48436E-04    0.11656E-05
   332    0.30098E+04    0.15096E+02    0.00000E+00    0.11134E+03    0.32993E-07    0.47981E-04    0.11718E-05
   333    0.29788E+04    0.15278E+02    0.00000E+00    0.11047E+03    0.32875E-07    0.47529E-04    0.11778E-05
   334    0.29481E+04    0.15459E+02    0.00000E+00    0.10956E+03    0.32758E-07    0.47080E-04    0.11837E-05
   335    0.29175E+04    0.15638E+02    0.00000E+00    0.10862E+03    0.32641E-07    0.46635E-04    0.11895E-05
   336    0.28873E+04    0.15816E+02    0.00000E+00    0.10765E+03    0.32524E-07    0.46192E-04    0.11952E-05
   337    0.28574E+04    0.15993E+02    0.00000E+00    0.10663E+03    0.32409E-07    0.45753E-04    0.12008E-05
   338    0.28276E+04    0.16168E+02    0.00000E+00    0.10559E+03    0.32294E-07    0.45316E-04    0.12063E-05
   339    0.27983E+04    0.16343E+02    0.00000E+00    0.10451E+03    0.32179E-07    0.44883E-04    0.12117E-05
   340    0.27692E+04    0.16516E+02    0.00000E+00    0.10340E+03    0.32065E-07    0.44453E-04    0.12170E-05
   341    0.27403E+04    0.16686E+02    0.00000E+00    0.10225E+03    0.31952E-07    0.44026E-04    0.12221E-05
   342    0.27118E+04    0.16857E+02    0.00000E+00    0.10107E+03    0.31839E-07    0.43601E-04    0.12272E-05
   343    0.26836E+04    0.17024E+02    0.00000E+00    0.99865E+02    0.31727E-07    0.43180E-04    0.12321E-05
   344    0.26558E+04    0.17190E+02    0.00000E+00    0.98625E+02    0.31616E-07    0.42762E-04    0.12369E-05
   345    0.26282E+04    0.17354E+02    0.00000E+00    0.97354E+02    0.31505E-07    0.42346E-04    0.12416E-05
   346    0.26010E+04    0.17517E+02    0.00000E+00    0.96061E+02    0.31394E-07    0.41934E-04    0.12462E-05
   347    0.25741E+04    0.17677E+02    0.00000E+00    0.94729E+02    0.31284E-07    0.41524E-04    0.12507E-05
   348    0.25475E+04    0.17834E+02    0.00000E+00    0.93368E+02    0.31175E-07    0.41118E-04    0.12551E-05
   349    0.25213E+04    0.17990E+02    0.00000E+00    0.91975E+02    0.31066E-07    0.40714E-04    0.12593E-05
   350    0.24954E+04    0.18143E+02    0.00000E+00    0.90560E+02    0.30958E-07    0.40313E-04    0.12634E-05
   351    0.24701E+04    0.18295E+02    0.00000E+00    0.89115E+02    0.30851E-07    0.39915E-04    0.12674E-05
   352    0.24449E+04    0.18444E+02    0.00000E+00    0.87639E+02    0.30744E-07    0.39519E-04    0.12713E-05
   353    0.24202E+04    0.18591E+02    0.00000E+00    0.86148E+02    0.30637E-07    0.39127E-04    0.12750E-05
   354    0.23958E+04    0.18735E+02    0.00000E+00    0.84619E+02    0.30531E-07    0.38737E-04    0.12787E-05
   355    0.23718E+04    0.18877E+02    0.00000E+00    0.83066E+02    0.30426E-07    0.38349E-04    0.12822E-05
   356    0.23483E+04    0.19016E+02    0.00000E+00    0.81499E+02    0.30321E-07    0.37965E-04    0.12855E-05
   357    0.23251E+04    0.19153E+02    0.00000E+00    0.79901E+02    0.30216E-07    0.37583E-04    0.12888E-05
   358    0.23023E+04    0.19286E+02    0.00000E+00    0.78288E+02    0.30113E-07    0.37204E-04    0.12919E-05
   359    0.22799E+04    0.19416E+02    0.00000E+00    0.76644E+02    0.30009E-07    0.36827E-04    0.12948E-05
   360    0.22579E+04    0.19544E+02    0.00000E+00    0.74981E+02    0.29906E-07    0.36453E-04    0.12977E-05
   361    0.22362E+04    0.19670E+02    0.00000E+00    0.73295E+02    0.29804E-07    0.36082E-04    0.13004E-05
   362    0.22151E+04    0.19792E+02    0.00000E+00    0.71588E+02    0.29702E-07    0.35713E-04    0.13030E-05
   363    0.21943E+04    0.19912E+02    0.00000E+00    0.69863E+02    0.29601E-07    0.35346E-04    0.13054E-05
   364    0.21740E+04    0.20027E+02    0.00000E+00    0.68115E+02    0.29500E-07    0.34982E-04    0.13077E-05
   365    0.21540E+04    0.20140E+02    0.00000E+00    0.66352E+02    0.29400E-07    0.34621E-04    0.13098E-05
   366    0.21345E+04    0.20251E+02    0.00000E+00    0.64569E+02    0.29300E-07    0.34262E-04    0.13118E-05
   367    0.21155E+04    0.20356E+02    0.00000E+00    0.62770E+02    0.29200E-07    0.33906E-04    0.13137E-05
   368    0.20967E+04    0.20460E+02    0.00000E+00    0.60955E+02    0.29102E-07    0.33553E-04    0.13154E-05
   369    0.20786E+04    0.20560E+02    0.00000E+00    0.59123E+02    0.29003E-07    0.33203E-04    0.13170E-05
   370    0.20609E+04    0.20657E+02    0.00000E+00    0.57278E+02    0.28905E-07    0.32856E-04    0.13185E-05
   371    0.20435E+04    0.20749E+02    0.00000E+00    0.55417E+02    0.28808E-07    0.32512E-04    0.13198E-05
   372    0.20266E+04    0.20839E+02    0.00000E+00    0.53545E+02    0.28711E-07    0.32172E-04    0.13209E-05
   373    0.20101E+04    0.20925E+02    0.00000E+00    0.51658E+02    0.28614E-07    0.31835E-04    0.13219E-05
   374    0.19941E+04    0.21008E+02    0.00000E+00    0.49761E+02    0.28518E-07    0.31501E-04    0.13228E-05
   375    0.19785E+04    0.21088E+02    0.00000E+00    0.47852E+02    0.28423E-07    0.31171E-04    0.13235E-05
   376    0.19634E+04    0.21164E+02    0.00000E+00    0.45933E+02    0.28327E-07    0.30846E-04    0.13241E-05
   377    0.19487E+04    0.21236E+02    0.00000E+00    0.44006E+02    0.28233E-07    0.30524E-04    0.13245E-05
   378    0.19345E+04    0.21303E+02    0.00000E+00    0.42069E+02    0.28138E-07    0.30206E-04    0.13248E-05
   379    0.19207E+04    0.21368E+02    0.00000E+00    0.40125E+02    0.28045E-07    0.29892E-04    0.13249E-05
   380    0.19074E+04    0.21430E+02    0.00000E+00    0.38172E+02    0.27951E-07    0.29583E-04    0.13249E-05
   381    0.18945E+04    0.21485E+02    0.00000E+00    0.36214E+02    0.27858E-07    0.29278E-04    0.13247E-05
   382    0.18820E+04    0.21539E+02    0.00000E+00    0.34252E+02    0.27766E-07    0.28978E-04    0.13244E-05
   383    0.18700E+04    0.21588E+02    0.00000E+00    0.32283E+02    0.27674E-07    0.28682E-04    0.13240E-05
   384    0.18586E+04    0.21632E+02    0.00000E+00    0.30312E+02    0.27582E-07    0.28391E-04    0.13234E-05
   385    0.18474E+04    0.21674E+02    0.00000E+00    0.28337E+02    0.27491E-07    0.28105E-04    0.13226E-05
   386    0.18368E+04    0.21712E+02    0.00000E+00    0.26360E+02    0.27400E-07    0.27825E-04    0.13217E-05
   387    0.18266E+04    0.21745E+02    0.00000E+00    0.24381E+02    0.27310E-07    0.27549E-04    0.13206E-05
   388    0.18168E+04    0.21774E+02    0.00000E+00    0.22403E+02    0.27220E-07    0.27279E-04    0.13194E-05
   389    0.18075E+04    0.21797E+02    0.00000E+00    0.20424E+02    0.27131E-07    0.27014E-04    0.13180E-05
   390    0.17987E+04    0.21820E+02    0.00000E+00    0.18447E+02    0.27042E-07    0.26755E-04    0.13165E-05
   391    0.17903E+04    0.21837E+02    0.00000E+00    0.16471E+02    0.26953E-07    0.26501E-04    0.13148E-05
   392    0.17823E+04    0.21851E+02    0.00000E+00    0.14498E+02    0.26865E-07    0.26251E-04    0.13130E-05
   393    0.17748E+04    0.21861E+02    0.00000E+00    0.12529E+02    0.26777E-07    0.26007E-04    0.13111E-05
   394    0.17677E+04    0.21867E+02    0.00000E+00    0.10564E+02    0.26690E-07    0.25767E-04    0.13091E-05
   395    0.17610E+04    0.21868E+02    0.00000E+00    0.86033E+01    0.26603E-07    0.25531E-04    0.13069E-05
   396    0.17548E+04    0.21865E+02    0.00000E+00    0.66496E+01    0.26516E-07    0.25300E-04    0.13046E-05
   397    0.17489E+04    0.21859E+02    0.00000E+00    0.47019E+01    0.26430E-07    0.25071E-04    0.13022E-05
   398    0.17436E+04    0.21848E+02    0.00000E+00    0.27615E+01    0.26344E-07    0.24846E-04    0.12997E-05
   399    0.17386E+04    0.21833E+02    0.00000E+00    0.82919E+00    0.26259E-07    0.24625E-04    0.12972E-05
   400    0.17341E+04    0.21814E+02    0.00000E+00   -0.10940E+01    0.26174E-07    0.24406E-04    0.12946E-05
   401    0.17299E+04    0.21791E+02    0.00000E+00   -0.30075E+01    0.26089E-07    0.24189E-04    0.12918E-05
   402    0.17263E+04    0.21763E+02    0.00000E+00   -0.49104E+01    0.26005E-07    0.23975E-04    0.12891E-05
   403    0.17230E+04    0.21733E+02    0.00000E+00   -0.68021E+01    0.25921E-07    0.23762E-04    0.12862E-05
