#    L    TT             EE             BB             TE          
  8169    0.28911E+00    0.32915E-02    0.25981E-02   -0.40251E-02
  8170    0.28917E+00    0.32904E-02    0.25973E-02   -0.40234E-02
  8171    0.28922E+00    0.32892E-02    0.25965E-02   -0.40216E-02
  8172    0.28925E+00    0.32881E-02    0.25957E-02   -0.40199E-02
  8173    0.28927E+00    0.32869E-02    0.25949E-02   -0.40183E-02
  8174    0.28927E+00    0.32857E-02    0.25941E-02   -0.40167E-02
  8175    0.28924E+00    0.32846E-02    0.25933E-02   -0.40151E-02
  8176    0.28919E+00    0.32834E-02    0.25925E-02   -0.40137E-02
  8177    0.28910E+00    0.32822E-02    0.25917E-02   -0.40123E-02
  8178    0.28899E+00    0.32811E-02    0.25909E-02   -0.40109E-02
  8179    0.28885E+00    0.32799E-02    0.25902E-02   -0.40097E-02
  8180    0.28869E+00    0.32787E-02    0.25894E-02   -0.40084E-02
  8181    0.28850E+00    0.32776E-02    0.25886E-02   -0.40073E-02
  8182    0.28830E+00    0.32764E-02    0.25878E-02   -0.40062E-02
  8183    0.28809E+00    0.32752E-02    0.25870E-02   -0.40051E-02
  8184    0.28786E+00    0.32741E-02    0.25862E-02   -0.40040E-02
  8185    0.28764E+00    0.32729E-02    0.25854E-02   -0.40030E-02
  8186    0.28742E+00    0.32717E-02    0.25847E-02   -0.40019E-02
  8187    0.28720E+00    0.32706E-02    0.25839E-02   -0.40009E-02
  8188    0.28700E+00    0.32694E-02    0.25831E-02   -0.39998E-02
  8189    0.28682E+00    0.32683E-02    0.25823E-02   -0.39986E-02
  8190    0.28666E+00    0.32671E-02    0.25815E-02   -0.39974E-02
  8191    0.28652E+00    0.32660E-02    0.25807E-02   -0.39962E-02
  8192    0.28642E+00    0.32648E-02    0.25799E-02   -0.39948E-02
  8193    0.28633E+00    0.32637E-02    0.25791E-02   -0.39935E-02
  8194    0.28628E+00    0.32625E-02    0.25783E-02   -0.39920E-02
  8195    0.28625E+00    0.32614E-02    0.25775E-02   -0.39905E-02
  8196    0.28625E+00    0.32603E-02    0.25768E-02   -0.39889E-02
  8197    0.28627E+00    0.32591E-02    0.25760E-02   -0.39873E-02
  8198    0.28630E+00    0.32580E-02    0.25752E-02   -0.39856E-02
  8199    0.28635E+00    0.32569E-02    0.25744E-02   -0.39839E-02
  8200    0.28641E+00    0.32557E-02    0.25736E-02   -0.39821E-02
  8201    0.28647E+00    0.32546E-02    0.25728E-02   -0.39804E-02
  8202    0.28652E+00    0.32535E-02    0.25720E-02   -0.39787E-02
  8203    0.28657E+00    0.32523E-02    0.25712E-02   -0.39769E-02
  8204    0.28660E+00    0.32512E-02    0.25704E-02   -0.39753E-02
  8205    0.28662E+00    0.32501E-02    0.25696E-02   -0.39736E-02
  8206    0.28661E+00    0.32489E-02    0.25688E-02   -0.39720E-02
  8207    0.28658E+00    0.32478E-02    0.25680E-02   -0.39705E-02
  8208    0.28653E+00    0.32467E-02    0.25672E-02   -0.39690E-02
  8209    0.28645E+00    0.32455E-02    0.25664E-02   -0.39676E-02
  8210    0.28634E+00    0.32444E-02    0.25656E-02   -0.39662E-02
  8211    0.28620E+00    0.32432E-02    0.25648E-02   -0.39649E-02
  8212    0.28604E+00    0.32421E-02    0.25640E-02   -0.39637E-02
  8213    0.28586E+00    0.32410E-02    0.25632E-02   -0.39625E-02
  8214    0.28566E+00    0.32398E-02    0.25625E-02   -0.39614E-02
  8215    0.28545E+00    0.32387E-02    0.25617E-02   -0.39603E-02
  8216    0.28523E+00    0.32375E-02    0.25609E-02   -0.39592E-02
  8217    0.28501E+00    0.32364E-02    0.25601E-02   -0.39581E-02
  8218    0.28479E+00    0.32353E-02    0.25593E-02   -0.39570E-02
  8219    0.28458E+00    0.32341E-02    0.25585E-02   -0.39559E-02
  8220    0.28438E+00    0.32330E-02    0.25577E-02   -0.39547E-02
  8221    0.28420E+00    0.32319E-02    0.25569E-02   -0.39536E-02
  8222    0.28405E+00    0.32307E-02    0.25561E-02   -0.39523E-02
  8223    0.28391E+00    0.32296E-02    0.25554E-02   -0.39510E-02
  8224    0.28380E+00    0.32285E-02    0.25546E-02   -0.39497E-02
  8225    0.28372E+00    0.32274E-02    0.25538E-02   -0.39482E-02
  8226    0.28367E+00    0.32263E-02    0.25530E-02   -0.39467E-02
  8227    0.28364E+00    0.32251E-02    0.25522E-02   -0.39452E-02
  8228    0.28363E+00    0.32240E-02    0.25514E-02   -0.39435E-02
  8229    0.28365E+00    0.32229E-02    0.25506E-02   -0.39419E-02
  8230    0.28368E+00    0.32218E-02    0.25498E-02   -0.39401E-02
  8231    0.28372E+00    0.32207E-02    0.25490E-02   -0.39384E-02
  8232    0.28378E+00    0.32196E-02    0.25482E-02   -0.39366E-02
  8233    0.28383E+00    0.32185E-02    0.25474E-02   -0.39348E-02
  8234    0.28388E+00    0.32174E-02    0.25466E-02   -0.39331E-02
  8235    0.28392E+00    0.32163E-02    0.25458E-02   -0.39313E-02
  8236    0.28395E+00    0.32152E-02    0.25450E-02   -0.39295E-02
  8237    0.28397E+00    0.32141E-02    0.25442E-02   -0.39278E-02
  8238    0.28396E+00    0.32130E-02    0.25434E-02   -0.39262E-02
  8239    0.28393E+00    0.32118E-02    0.25426E-02   -0.39246E-02
  8240    0.28387E+00    0.32107E-02    0.25418E-02   -0.39231E-02
  8241    0.28378E+00    0.32096E-02    0.25410E-02   -0.39216E-02
  8242    0.28367E+00    0.32085E-02    0.25402E-02   -0.39202E-02
  8243    0.28354E+00    0.32074E-02    0.25394E-02   -0.39188E-02
  8244    0.28338E+00    0.32062E-02    0.25386E-02   -0.39175E-02
  8245    0.28320E+00    0.32051E-02    0.25378E-02   -0.39162E-02
  8246    0.28300E+00    0.32040E-02    0.25370E-02   -0.39150E-02
  8247    0.28280E+00    0.32028E-02    0.25362E-02   -0.39138E-02
  8248    0.28258E+00    0.32017E-02    0.25355E-02   -0.39126E-02
  8249    0.28237E+00    0.32006E-02    0.25347E-02   -0.39115E-02
  8250    0.28215E+00    0.31995E-02    0.25339E-02   -0.39103E-02
  8251    0.28195E+00    0.31983E-02    0.25331E-02   -0.39091E-02
  8252    0.28175E+00    0.31972E-02    0.25323E-02   -0.39078E-02
  8253    0.28158E+00    0.31961E-02    0.25315E-02   -0.39066E-02
  8254    0.28142E+00    0.31950E-02    0.25307E-02   -0.39052E-02
  8255    0.28129E+00    0.31939E-02    0.25299E-02   -0.39038E-02
  8256    0.28118E+00    0.31927E-02    0.25291E-02   -0.39024E-02
  8257    0.28110E+00    0.31916E-02    0.25283E-02   -0.39008E-02
  8258    0.28105E+00    0.31905E-02    0.25275E-02   -0.38992E-02
  8259    0.28102E+00    0.31894E-02    0.25267E-02   -0.38976E-02
  8260    0.28101E+00    0.31883E-02    0.25259E-02   -0.38959E-02
  8261    0.28103E+00    0.31872E-02    0.25251E-02   -0.38941E-02
  8262    0.28106E+00    0.31861E-02    0.25243E-02   -0.38923E-02
  8263    0.28110E+00    0.31850E-02    0.25235E-02   -0.38905E-02
  8264    0.28115E+00    0.31839E-02    0.25227E-02   -0.38886E-02
  8265    0.28120E+00    0.31828E-02    0.25219E-02   -0.38867E-02
  8266    0.28124E+00    0.31817E-02    0.25211E-02   -0.38849E-02
  8267    0.28128E+00    0.31806E-02    0.25203E-02   -0.38830E-02
  8268    0.28131E+00    0.31795E-02    0.25195E-02   -0.38812E-02
  8269    0.28132E+00    0.31784E-02    0.25187E-02   -0.38794E-02
  8270    0.28130E+00    0.31773E-02    0.25179E-02   -0.38776E-02
  8271    0.28127E+00    0.31762E-02    0.25171E-02   -0.38760E-02
  8272    0.28121E+00    0.31750E-02    0.25163E-02   -0.38743E-02
  8273    0.28112E+00    0.31739E-02    0.25155E-02   -0.38727E-02
  8274    0.28101E+00    0.31728E-02    0.25147E-02   -0.38712E-02
  8275    0.28087E+00    0.31717E-02    0.25139E-02   -0.38698E-02
  8276    0.28072E+00    0.31705E-02    0.25131E-02   -0.38684E-02
  8277    0.28054E+00    0.31694E-02    0.25123E-02   -0.38670E-02
  8278    0.28034E+00    0.31683E-02    0.25116E-02   -0.38657E-02
  8279    0.28014E+00    0.31671E-02    0.25108E-02   -0.38644E-02
  8280    0.27993E+00    0.31660E-02    0.25100E-02   -0.38631E-02
  8281    0.27971E+00    0.31649E-02    0.25092E-02   -0.38618E-02
  8282    0.27950E+00    0.31637E-02    0.25084E-02   -0.38605E-02
  8283    0.27930E+00    0.31626E-02    0.25076E-02   -0.38592E-02
  8284    0.27911E+00    0.31614E-02    0.25068E-02   -0.38578E-02
  8285    0.27894E+00    0.31603E-02    0.25060E-02   -0.38564E-02
  8286    0.27879E+00    0.31592E-02    0.25052E-02   -0.38550E-02
  8287    0.27866E+00    0.31580E-02    0.25044E-02   -0.38535E-02
  8288    0.27856E+00    0.31569E-02    0.25036E-02   -0.38519E-02
  8289    0.27848E+00    0.31558E-02    0.25028E-02   -0.38502E-02
  8290    0.27843E+00    0.31547E-02    0.25020E-02   -0.38485E-02
  8291    0.27840E+00    0.31536E-02    0.25012E-02   -0.38468E-02
  8292    0.27840E+00    0.31524E-02    0.25004E-02   -0.38450E-02
  8293    0.27841E+00    0.31513E-02    0.24996E-02   -0.38431E-02
  8294    0.27844E+00    0.31502E-02    0.24988E-02   -0.38412E-02
  8295    0.27848E+00    0.31491E-02    0.24980E-02   -0.38392E-02
  8296    0.27852E+00    0.31480E-02    0.24972E-02   -0.38373E-02
  8297    0.27857E+00    0.31468E-02    0.24964E-02   -0.38353E-02
  8298    0.27861E+00    0.31457E-02    0.24956E-02   -0.38334E-02
  8299    0.27865E+00    0.31446E-02    0.24948E-02   -0.38314E-02
  8300    0.27867E+00    0.31435E-02    0.24940E-02   -0.38295E-02
  8301    0.27868E+00    0.31424E-02    0.24932E-02   -0.38276E-02
  8302    0.27866E+00    0.31412E-02    0.24924E-02   -0.38258E-02
  8303    0.27862E+00    0.31401E-02    0.24915E-02   -0.38240E-02
  8304    0.27856E+00    0.31389E-02    0.24907E-02   -0.38223E-02
  8305    0.27847E+00    0.31378E-02    0.24899E-02   -0.38207E-02
  8306    0.27835E+00    0.31366E-02    0.24891E-02   -0.38191E-02
  8307    0.27822E+00    0.31355E-02    0.24883E-02   -0.38175E-02
  8308    0.27806E+00    0.31343E-02    0.24875E-02   -0.38160E-02
  8309    0.27788E+00    0.31332E-02    0.24867E-02   -0.38146E-02
  8310    0.27768E+00    0.31320E-02    0.24859E-02   -0.38132E-02
  8311    0.27748E+00    0.31308E-02    0.24851E-02   -0.38118E-02
  8312    0.27727E+00    0.31297E-02    0.24843E-02   -0.38104E-02
  8313    0.27706E+00    0.31285E-02    0.24835E-02   -0.38090E-02
  8314    0.27685E+00    0.31273E-02    0.24828E-02   -0.38076E-02
  8315    0.27666E+00    0.31262E-02    0.24820E-02   -0.38062E-02
  8316    0.27647E+00    0.31250E-02    0.24812E-02   -0.38048E-02
  8317    0.27631E+00    0.31238E-02    0.24803E-02   -0.38033E-02
  8318    0.27616E+00    0.31227E-02    0.24795E-02   -0.38018E-02
  8319    0.27604E+00    0.31215E-02    0.24787E-02   -0.38002E-02
  8320    0.27594E+00    0.31203E-02    0.24779E-02   -0.37985E-02
  8321    0.27586E+00    0.31192E-02    0.24771E-02   -0.37968E-02
  8322    0.27581E+00    0.31180E-02    0.24763E-02   -0.37950E-02
  8323    0.27579E+00    0.31169E-02    0.24755E-02   -0.37932E-02
  8324    0.27579E+00    0.31157E-02    0.24747E-02   -0.37913E-02
  8325    0.27580E+00    0.31146E-02    0.24739E-02   -0.37894E-02
  8326    0.27583E+00    0.31134E-02    0.24731E-02   -0.37874E-02
  8327    0.27587E+00    0.31123E-02    0.24723E-02   -0.37854E-02
  8328    0.27591E+00    0.31111E-02    0.24715E-02   -0.37834E-02
  8329    0.27596E+00    0.31099E-02    0.24707E-02   -0.37814E-02
  8330    0.27600E+00    0.31088E-02    0.24698E-02   -0.37794E-02
  8331    0.27603E+00    0.31076E-02    0.24690E-02   -0.37774E-02
  8332    0.27605E+00    0.31065E-02    0.24682E-02   -0.37754E-02
  8333    0.27605E+00    0.31053E-02    0.24674E-02   -0.37735E-02
  8334    0.27603E+00    0.31041E-02    0.24666E-02   -0.37717E-02
  8335    0.27599E+00    0.31030E-02    0.24658E-02   -0.37699E-02
  8336    0.27592E+00    0.31018E-02    0.24650E-02   -0.37681E-02
  8337    0.27583E+00    0.31006E-02    0.24642E-02   -0.37664E-02
  8338    0.27571E+00    0.30994E-02    0.24634E-02   -0.37648E-02
  8339    0.27557E+00    0.30982E-02    0.24625E-02   -0.37633E-02
  8340    0.27541E+00    0.30970E-02    0.24617E-02   -0.37618E-02
  8341    0.27523E+00    0.30958E-02    0.24609E-02   -0.37603E-02
  8342    0.27503E+00    0.30946E-02    0.24601E-02   -0.37589E-02
  8343    0.27483E+00    0.30934E-02    0.24593E-02   -0.37575E-02
  8344    0.27462E+00    0.30922E-02    0.24585E-02   -0.37561E-02
  8345    0.27441E+00    0.30910E-02    0.24577E-02   -0.37547E-02
  8346    0.27421E+00    0.30898E-02    0.24569E-02   -0.37533E-02
  8347    0.27401E+00    0.30886E-02    0.24561E-02   -0.37518E-02
  8348    0.27383E+00    0.30874E-02    0.24553E-02   -0.37504E-02
  8349    0.27367E+00    0.30861E-02    0.24545E-02   -0.37489E-02
  8350    0.27353E+00    0.30849E-02    0.24536E-02   -0.37473E-02
  8351    0.27341E+00    0.30837E-02    0.24528E-02   -0.37457E-02
  8352    0.27332E+00    0.30825E-02    0.24520E-02   -0.37441E-02
  8353    0.27325E+00    0.30813E-02    0.24512E-02   -0.37424E-02
  8354    0.27320E+00    0.30801E-02    0.24504E-02   -0.37406E-02
  8355    0.27318E+00    0.30789E-02    0.24496E-02   -0.37388E-02
  8356    0.27318E+00    0.30777E-02    0.24487E-02   -0.37369E-02
  8357    0.27320E+00    0.30765E-02    0.24479E-02   -0.37350E-02
  8358    0.27323E+00    0.30753E-02    0.24471E-02   -0.37330E-02
  8359    0.27327E+00    0.30741E-02    0.24463E-02   -0.37310E-02
  8360    0.27331E+00    0.30730E-02    0.24455E-02   -0.37290E-02
  8361    0.27336E+00    0.30718E-02    0.24446E-02   -0.37271E-02
  8362    0.27340E+00    0.30706E-02    0.24438E-02   -0.37251E-02
  8363    0.27343E+00    0.30694E-02    0.24430E-02   -0.37232E-02
  8364    0.27344E+00    0.30682E-02    0.24422E-02   -0.37213E-02
  8365    0.27344E+00    0.30670E-02    0.24413E-02   -0.37194E-02
  8366    0.27342E+00    0.30658E-02    0.24405E-02   -0.37176E-02
  8367    0.27337E+00    0.30645E-02    0.24397E-02   -0.37159E-02
  8368    0.27330E+00    0.30633E-02    0.24389E-02   -0.37142E-02
  8369    0.27320E+00    0.30621E-02    0.24380E-02   -0.37126E-02
  8370    0.27308E+00    0.30609E-02    0.24372E-02   -0.37110E-02
  8371    0.27294E+00    0.30597E-02    0.24364E-02   -0.37095E-02
  8372    0.27277E+00    0.30584E-02    0.24356E-02   -0.37081E-02
  8373    0.27259E+00    0.30572E-02    0.24348E-02   -0.37067E-02
  8374    0.27240E+00    0.30559E-02    0.24339E-02   -0.37054E-02
  8375    0.27219E+00    0.30547E-02    0.24331E-02   -0.37040E-02
  8376    0.27198E+00    0.30534E-02    0.24323E-02   -0.37027E-02
  8377    0.27178E+00    0.30522E-02    0.24315E-02   -0.37014E-02
  8378    0.27157E+00    0.30509E-02    0.24306E-02   -0.37001E-02
  8379    0.27138E+00    0.30497E-02    0.24298E-02   -0.36987E-02
  8380    0.27120E+00    0.30484E-02    0.24290E-02   -0.36974E-02
  8381    0.27104E+00    0.30472E-02    0.24282E-02   -0.36960E-02
  8382    0.27090E+00    0.30460E-02    0.24273E-02   -0.36945E-02
  8383    0.27079E+00    0.30447E-02    0.24265E-02   -0.36930E-02
  8384    0.27070E+00    0.30435E-02    0.24257E-02   -0.36914E-02
  8385    0.27064E+00    0.30422E-02    0.24249E-02   -0.36898E-02
  8386    0.27060E+00    0.30410E-02    0.24240E-02   -0.36881E-02
  8387    0.27058E+00    0.30398E-02    0.24232E-02   -0.36864E-02
  8388    0.27058E+00    0.30385E-02    0.24224E-02   -0.36846E-02
  8389    0.27060E+00    0.30373E-02    0.24215E-02   -0.36828E-02
  8390    0.27064E+00    0.30361E-02    0.24207E-02   -0.36809E-02
  8391    0.27068E+00    0.30349E-02    0.24198E-02   -0.36791E-02
  8392    0.27073E+00    0.30337E-02    0.24190E-02   -0.36772E-02
  8393    0.27077E+00    0.30324E-02    0.24182E-02   -0.36753E-02
  8394    0.27081E+00    0.30312E-02    0.24173E-02   -0.36735E-02
  8395    0.27084E+00    0.30300E-02    0.24165E-02   -0.36717E-02
  8396    0.27085E+00    0.30288E-02    0.24156E-02   -0.36699E-02
  8397    0.27085E+00    0.30275E-02    0.24148E-02   -0.36682E-02
  8398    0.27082E+00    0.30263E-02    0.24140E-02   -0.36666E-02
  8399    0.27077E+00    0.30251E-02    0.24131E-02   -0.36650E-02
  8400    0.27070E+00    0.30238E-02    0.24123E-02   -0.36634E-02
  8401    0.27060E+00    0.30226E-02    0.24115E-02   -0.36620E-02
  8402    0.27047E+00    0.30213E-02    0.24106E-02   -0.36606E-02
  8403    0.27032E+00    0.30201E-02    0.24098E-02   -0.36593E-02
  8404    0.27016E+00    0.30188E-02    0.24089E-02   -0.36580E-02
  8405    0.26997E+00    0.30176E-02    0.24081E-02   -0.36567E-02
  8406    0.26977E+00    0.30163E-02    0.24073E-02   -0.36556E-02
  8407    0.26956E+00    0.30151E-02    0.24064E-02   -0.36544E-02
  8408    0.26935E+00    0.30138E-02    0.24056E-02   -0.36533E-02
  8409    0.26914E+00    0.30125E-02    0.24047E-02   -0.36521E-02
  8410    0.26894E+00    0.30113E-02    0.24039E-02   -0.36510E-02
  8411    0.26875E+00    0.30100E-02    0.24031E-02   -0.36498E-02
  8412    0.26857E+00    0.30087E-02    0.24022E-02   -0.36486E-02
  8413    0.26841E+00    0.30075E-02    0.24014E-02   -0.36473E-02
  8414    0.26828E+00    0.30062E-02    0.24005E-02   -0.36460E-02
  8415    0.26817E+00    0.30050E-02    0.23997E-02   -0.36447E-02
  8416    0.26808E+00    0.30037E-02    0.23988E-02   -0.36433E-02
  8417    0.26802E+00    0.30025E-02    0.23980E-02   -0.36418E-02
  8418    0.26798E+00    0.30012E-02    0.23971E-02   -0.36403E-02
  8419    0.26797E+00    0.30000E-02    0.23963E-02   -0.36387E-02
  8420    0.26798E+00    0.29987E-02    0.23954E-02   -0.36371E-02
  8421    0.26800E+00    0.29975E-02    0.23946E-02   -0.36355E-02
  8422    0.26804E+00    0.29963E-02    0.23937E-02   -0.36338E-02
  8423    0.26809E+00    0.29950E-02    0.23929E-02   -0.36321E-02
  8424    0.26814E+00    0.29938E-02    0.23920E-02   -0.36304E-02
  8425    0.26818E+00    0.29926E-02    0.23912E-02   -0.36287E-02
  8426    0.26822E+00    0.29914E-02    0.23903E-02   -0.36271E-02
  8427    0.26825E+00    0.29902E-02    0.23895E-02   -0.36254E-02
  8428    0.26827E+00    0.29889E-02    0.23886E-02   -0.36239E-02
  8429    0.26826E+00    0.29877E-02    0.23877E-02   -0.36223E-02
  8430    0.26823E+00    0.29865E-02    0.23869E-02   -0.36209E-02
  8431    0.26818E+00    0.29852E-02    0.23860E-02   -0.36195E-02
  8432    0.26810E+00    0.29840E-02    0.23852E-02   -0.36181E-02
  8433    0.26800E+00    0.29828E-02    0.23843E-02   -0.36169E-02
  8434    0.26787E+00    0.29815E-02    0.23835E-02   -0.36157E-02
  8435    0.26771E+00    0.29803E-02    0.23826E-02   -0.36146E-02
  8436    0.26754E+00    0.29791E-02    0.23817E-02   -0.36135E-02
  8437    0.26735E+00    0.29778E-02    0.23809E-02   -0.36125E-02
  8438    0.26715E+00    0.29766E-02    0.23800E-02   -0.36115E-02
  8439    0.26693E+00    0.29753E-02    0.23792E-02   -0.36105E-02
  8440    0.26672E+00    0.29741E-02    0.23783E-02   -0.36096E-02
  8441    0.26651E+00    0.29728E-02    0.23775E-02   -0.36086E-02
  8442    0.26630E+00    0.29716E-02    0.23766E-02   -0.36077E-02
  8443    0.26611E+00    0.29703E-02    0.23758E-02   -0.36067E-02
  8444    0.26593E+00    0.29691E-02    0.23749E-02   -0.36057E-02
  8445    0.26577E+00    0.29678E-02    0.23740E-02   -0.36046E-02
  8446    0.26564E+00    0.29666E-02    0.23732E-02   -0.36035E-02
  8447    0.26553E+00    0.29653E-02    0.23723E-02   -0.36023E-02
  8448    0.26545E+00    0.29641E-02    0.23714E-02   -0.36011E-02
  8449    0.26539E+00    0.29629E-02    0.23706E-02   -0.35998E-02
  8450    0.26536E+00    0.29616E-02    0.23697E-02   -0.35985E-02
  8451    0.26535E+00    0.29604E-02    0.23688E-02   -0.35971E-02
  8452    0.26536E+00    0.29592E-02    0.23680E-02   -0.35957E-02
  8453    0.26539E+00    0.29580E-02    0.23671E-02   -0.35942E-02
  8454    0.26543E+00    0.29568E-02    0.23662E-02   -0.35927E-02
  8455    0.26548E+00    0.29556E-02    0.23654E-02   -0.35912E-02
  8456    0.26553E+00    0.29544E-02    0.23645E-02   -0.35896E-02
  8457    0.26558E+00    0.29532E-02    0.23636E-02   -0.35881E-02
  8458    0.26562E+00    0.29520E-02    0.23627E-02   -0.35866E-02
  8459    0.26565E+00    0.29508E-02    0.23619E-02   -0.35852E-02
  8460    0.26566E+00    0.29496E-02    0.23610E-02   -0.35838E-02
  8461    0.26566E+00    0.29484E-02    0.23601E-02   -0.35824E-02
  8462    0.26563E+00    0.29472E-02    0.23592E-02   -0.35811E-02
  8463    0.26557E+00    0.29460E-02    0.23584E-02   -0.35799E-02
  8464    0.26549E+00    0.29448E-02    0.23575E-02   -0.35787E-02
  8465    0.26538E+00    0.29436E-02    0.23566E-02   -0.35776E-02
  8466    0.26525E+00    0.29424E-02    0.23558E-02   -0.35766E-02
  8467    0.26509E+00    0.29412E-02    0.23549E-02   -0.35757E-02
  8468    0.26491E+00    0.29400E-02    0.23540E-02   -0.35748E-02
  8469    0.26471E+00    0.29388E-02    0.23531E-02   -0.35739E-02
  8470    0.26451E+00    0.29376E-02    0.23523E-02   -0.35731E-02
  8471    0.26429E+00    0.29364E-02    0.23514E-02   -0.35723E-02
  8472    0.26407E+00    0.29352E-02    0.23505E-02   -0.35715E-02
  8473    0.26385E+00    0.29340E-02    0.23497E-02   -0.35707E-02
  8474    0.26364E+00    0.29328E-02    0.23488E-02   -0.35699E-02
  8475    0.26345E+00    0.29316E-02    0.23479E-02   -0.35691E-02
  8476    0.26327E+00    0.29304E-02    0.23470E-02   -0.35682E-02
  8477    0.26311E+00    0.29292E-02    0.23462E-02   -0.35673E-02
  8478    0.26297E+00    0.29280E-02    0.23453E-02   -0.35663E-02
  8479    0.26286E+00    0.29268E-02    0.23444E-02   -0.35653E-02
  8480    0.26278E+00    0.29256E-02    0.23435E-02   -0.35642E-02
  8481    0.26272E+00    0.29244E-02    0.23426E-02   -0.35630E-02
  8482    0.26269E+00    0.29232E-02    0.23418E-02   -0.35618E-02
  8483    0.26269E+00    0.29221E-02    0.23409E-02   -0.35605E-02
  8484    0.26270E+00    0.29209E-02    0.23400E-02   -0.35592E-02
  8485    0.26273E+00    0.29197E-02    0.23391E-02   -0.35578E-02
  8486    0.26278E+00    0.29186E-02    0.23382E-02   -0.35564E-02
  8487    0.26283E+00    0.29174E-02    0.23373E-02   -0.35550E-02
  8488    0.26289E+00    0.29163E-02    0.23365E-02   -0.35536E-02
  8489    0.26294E+00    0.29151E-02    0.23356E-02   -0.35521E-02
  8490    0.26298E+00    0.29140E-02    0.23347E-02   -0.35507E-02
  8491    0.26301E+00    0.29128E-02    0.23338E-02   -0.35494E-02
  8492    0.26303E+00    0.29117E-02    0.23329E-02   -0.35480E-02
  8493    0.26302E+00    0.29106E-02    0.23320E-02   -0.35468E-02
  8494    0.26299E+00    0.29094E-02    0.23311E-02   -0.35456E-02
  8495    0.26293E+00    0.29083E-02    0.23302E-02   -0.35444E-02
  8496    0.26285E+00    0.29071E-02    0.23294E-02   -0.35433E-02
  8497    0.26274E+00    0.29060E-02    0.23285E-02   -0.35423E-02
  8498    0.26260E+00    0.29048E-02    0.23276E-02   -0.35414E-02
  8499    0.26243E+00    0.29037E-02    0.23267E-02   -0.35405E-02
  8500    0.26225E+00    0.29025E-02    0.23258E-02   -0.35396E-02
  8501    0.26205E+00    0.29014E-02    0.23250E-02   -0.35389E-02
  8502    0.26183E+00    0.29002E-02    0.23241E-02   -0.35381E-02
  8503    0.26161E+00    0.28991E-02    0.23232E-02   -0.35374E-02
  8504    0.26139E+00    0.28979E-02    0.23223E-02   -0.35366E-02
  8505    0.26116E+00    0.28968E-02    0.23214E-02   -0.35359E-02
  8506    0.26095E+00    0.28956E-02    0.23205E-02   -0.35351E-02
  8507    0.26075E+00    0.28945E-02    0.23197E-02   -0.35343E-02
  8508    0.26056E+00    0.28933E-02    0.23188E-02   -0.35335E-02
  8509    0.26040E+00    0.28922E-02    0.23179E-02   -0.35326E-02
  8510    0.26026E+00    0.28911E-02    0.23170E-02   -0.35317E-02
  8511    0.26015E+00    0.28899E-02    0.23161E-02   -0.35307E-02
  8512    0.26007E+00    0.28888E-02    0.23152E-02   -0.35296E-02
  8513    0.26001E+00    0.28877E-02    0.23143E-02   -0.35284E-02
  8514    0.25998E+00    0.28865E-02    0.23134E-02   -0.35272E-02
  8515    0.25998E+00    0.28854E-02    0.23126E-02   -0.35259E-02
  8516    0.26000E+00    0.28843E-02    0.23117E-02   -0.35245E-02
  8517    0.26003E+00    0.28832E-02    0.23108E-02   -0.35231E-02
  8518    0.26008E+00    0.28821E-02    0.23099E-02   -0.35217E-02
  8519    0.26013E+00    0.28810E-02    0.23090E-02   -0.35202E-02
  8520    0.26019E+00    0.28799E-02    0.23081E-02   -0.35187E-02
  8521    0.26025E+00    0.28788E-02    0.23072E-02   -0.35173E-02
  8522    0.26030E+00    0.28777E-02    0.23063E-02   -0.35158E-02
  8523    0.26033E+00    0.28766E-02    0.23054E-02   -0.35144E-02
  8524    0.26035E+00    0.28755E-02    0.23045E-02   -0.35130E-02
  8525    0.26034E+00    0.28744E-02    0.23036E-02   -0.35117E-02
  8526    0.26031E+00    0.28734E-02    0.23027E-02   -0.35104E-02
  8527    0.26025E+00    0.28723E-02    0.23018E-02   -0.35092E-02
  8528    0.26016E+00    0.28712E-02    0.23009E-02   -0.35080E-02
  8529    0.26005E+00    0.28701E-02    0.23000E-02   -0.35070E-02
  8530    0.25991E+00    0.28690E-02    0.22992E-02   -0.35059E-02
  8531    0.25974E+00    0.28679E-02    0.22983E-02   -0.35050E-02
  8532    0.25955E+00    0.28668E-02    0.22974E-02   -0.35041E-02
  8533    0.25934E+00    0.28657E-02    0.22965E-02   -0.35032E-02
  8534    0.25912E+00    0.28646E-02    0.22956E-02   -0.35024E-02
  8535    0.25890E+00    0.28635E-02    0.22947E-02   -0.35016E-02
  8536    0.25866E+00    0.28624E-02    0.22938E-02   -0.35007E-02
  8537    0.25844E+00    0.28613E-02    0.22929E-02   -0.34999E-02
  8538    0.25821E+00    0.28602E-02    0.22921E-02   -0.34990E-02
  8539    0.25801E+00    0.28591E-02    0.22912E-02   -0.34982E-02
  8540    0.25782E+00    0.28580E-02    0.22903E-02   -0.34972E-02
  8541    0.25765E+00    0.28569E-02    0.22894E-02   -0.34962E-02
  8542    0.25751E+00    0.28558E-02    0.22885E-02   -0.34951E-02
  8543    0.25740E+00    0.28547E-02    0.22876E-02   -0.34940E-02
  8544    0.25731E+00    0.28536E-02    0.22867E-02   -0.34928E-02
  8545    0.25725E+00    0.28525E-02    0.22858E-02   -0.34915E-02
