#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  6151   0.154678E-01   0.284860E-03   0.164973E-07   0.284860E-03   0.226150E-03   0.366521E-10   0.164973E-07   0.366521E-10   0.253620E-09
  6152   0.154383E-01   0.285835E-03   0.164895E-07   0.285835E-03   0.225728E-03   0.366850E-10   0.164895E-07   0.366850E-10   0.253518E-09
  6153   0.154089E-01   0.286800E-03   0.164817E-07   0.286800E-03   0.225305E-03   0.367174E-10   0.164817E-07   0.367174E-10   0.253415E-09
  6154   0.153796E-01   0.287755E-03   0.164740E-07   0.287755E-03   0.224882E-03   0.367492E-10   0.164740E-07   0.367492E-10   0.253312E-09
  6155   0.153505E-01   0.288702E-03   0.164662E-07   0.288702E-03   0.224460E-03   0.367805E-10   0.164662E-07   0.367805E-10   0.253209E-09
  6156   0.153215E-01   0.289638E-03   0.164584E-07   0.289638E-03   0.224037E-03   0.368112E-10   0.164584E-07   0.368112E-10   0.253107E-09
  6157   0.152926E-01   0.290566E-03   0.164506E-07   0.290566E-03   0.223614E-03   0.368413E-10   0.164506E-07   0.368413E-10   0.253004E-09
  6158   0.152638E-01   0.291484E-03   0.164428E-07   0.291484E-03   0.223191E-03   0.368709E-10   0.164428E-07   0.368709E-10   0.252902E-09
  6159   0.152352E-01   0.292393E-03   0.164351E-07   0.292393E-03   0.222768E-03   0.369000E-10   0.164351E-07   0.369000E-10   0.252799E-09
  6160   0.152066E-01   0.293293E-03   0.164273E-07   0.293293E-03   0.222345E-03   0.369285E-10   0.164273E-07   0.369285E-10   0.252697E-09
  6161   0.151782E-01   0.294184E-03   0.164195E-07   0.294184E-03   0.221922E-03   0.369565E-10   0.164195E-07   0.369565E-10   0.252594E-09
  6162   0.151499E-01   0.295065E-03   0.164117E-07   0.295065E-03   0.221498E-03   0.369839E-10   0.164117E-07   0.369839E-10   0.252492E-09
  6163   0.151218E-01   0.295937E-03   0.164039E-07   0.295937E-03   0.221075E-03   0.370108E-10   0.164039E-07   0.370108E-10   0.252390E-09
  6164   0.150937E-01   0.296800E-03   0.163961E-07   0.296800E-03   0.220652E-03   0.370372E-10   0.163961E-07   0.370372E-10   0.252287E-09
  6165   0.150658E-01   0.297654E-03   0.163884E-07   0.297654E-03   0.220228E-03   0.370630E-10   0.163884E-07   0.370630E-10   0.252185E-09
  6166   0.150380E-01   0.298499E-03   0.163806E-07   0.298499E-03   0.219805E-03   0.370883E-10   0.163806E-07   0.370883E-10   0.252083E-09
  6167   0.150103E-01   0.299335E-03   0.163728E-07   0.299335E-03   0.219381E-03   0.371131E-10   0.163728E-07   0.371131E-10   0.251981E-09
  6168   0.149828E-01   0.300161E-03   0.163650E-07   0.300161E-03   0.218957E-03   0.371373E-10   0.163650E-07   0.371373E-10   0.251879E-09
  6169   0.149554E-01   0.300979E-03   0.163572E-07   0.300979E-03   0.218533E-03   0.371610E-10   0.163572E-07   0.371610E-10   0.251777E-09
  6170   0.149280E-01   0.301788E-03   0.163494E-07   0.301788E-03   0.218110E-03   0.371841E-10   0.163494E-07   0.371841E-10   0.251675E-09
  6171   0.149008E-01   0.302588E-03   0.163416E-07   0.302588E-03   0.217686E-03   0.372068E-10   0.163416E-07   0.372068E-10   0.251573E-09
  6172   0.148737E-01   0.303378E-03   0.163338E-07   0.303378E-03   0.217262E-03   0.372289E-10   0.163338E-07   0.372289E-10   0.251471E-09
  6173   0.148468E-01   0.304160E-03   0.163260E-07   0.304160E-03   0.216838E-03   0.372505E-10   0.163260E-07   0.372505E-10   0.251369E-09
  6174   0.148199E-01   0.304933E-03   0.163183E-07   0.304933E-03   0.216414E-03   0.372715E-10   0.163183E-07   0.372715E-10   0.251267E-09
  6175   0.147932E-01   0.305697E-03   0.163105E-07   0.305697E-03   0.215990E-03   0.372921E-10   0.163105E-07   0.372921E-10   0.251165E-09
  6176   0.147666E-01   0.306453E-03   0.163027E-07   0.306453E-03   0.215566E-03   0.373121E-10   0.163027E-07   0.373121E-10   0.251064E-09
  6177   0.147401E-01   0.307199E-03   0.162949E-07   0.307199E-03   0.215142E-03   0.373316E-10   0.162949E-07   0.373316E-10   0.250962E-09
  6178   0.147137E-01   0.307937E-03   0.162871E-07   0.307937E-03   0.214717E-03   0.373506E-10   0.162871E-07   0.373506E-10   0.250860E-09
  6179   0.146875E-01   0.308666E-03   0.162793E-07   0.308666E-03   0.214293E-03   0.373691E-10   0.162793E-07   0.373691E-10   0.250759E-09
  6180   0.146613E-01   0.309386E-03   0.162715E-07   0.309386E-03   0.213869E-03   0.373871E-10   0.162715E-07   0.373871E-10   0.250657E-09
  6181   0.146353E-01   0.310097E-03   0.162637E-07   0.310097E-03   0.213444E-03   0.374045E-10   0.162637E-07   0.374045E-10   0.250556E-09
  6182   0.146094E-01   0.310800E-03   0.162559E-07   0.310800E-03   0.213020E-03   0.374214E-10   0.162559E-07   0.374214E-10   0.250454E-09
  6183   0.145836E-01   0.311494E-03   0.162481E-07   0.311494E-03   0.212596E-03   0.374379E-10   0.162481E-07   0.374379E-10   0.250353E-09
  6184   0.145579E-01   0.312180E-03   0.162403E-07   0.312180E-03   0.212171E-03   0.374538E-10   0.162403E-07   0.374538E-10   0.250251E-09
  6185   0.145324E-01   0.312857E-03   0.162325E-07   0.312857E-03   0.211747E-03   0.374692E-10   0.162325E-07   0.374692E-10   0.250150E-09
  6186   0.145069E-01   0.313525E-03   0.162247E-07   0.313525E-03   0.211322E-03   0.374841E-10   0.162247E-07   0.374841E-10   0.250049E-09
  6187   0.144816E-01   0.314185E-03   0.162169E-07   0.314185E-03   0.210898E-03   0.374986E-10   0.162169E-07   0.374986E-10   0.249947E-09
  6188   0.144563E-01   0.314836E-03   0.162091E-07   0.314836E-03   0.210473E-03   0.375125E-10   0.162091E-07   0.375125E-10   0.249846E-09
  6189   0.144312E-01   0.315479E-03   0.162013E-07   0.315479E-03   0.210049E-03   0.375259E-10   0.162013E-07   0.375259E-10   0.249745E-09
  6190   0.144062E-01   0.316113E-03   0.161935E-07   0.316113E-03   0.209624E-03   0.375388E-10   0.161935E-07   0.375388E-10   0.249644E-09
  6191   0.143814E-01   0.316739E-03   0.161857E-07   0.316739E-03   0.209199E-03   0.375512E-10   0.161857E-07   0.375512E-10   0.249543E-09
  6192   0.143566E-01   0.317356E-03   0.161779E-07   0.317356E-03   0.208775E-03   0.375631E-10   0.161779E-07   0.375631E-10   0.249442E-09
  6193   0.143319E-01   0.317965E-03   0.161700E-07   0.317965E-03   0.208350E-03   0.375746E-10   0.161700E-07   0.375746E-10   0.249341E-09
  6194   0.143074E-01   0.318566E-03   0.161622E-07   0.318566E-03   0.207926E-03   0.375855E-10   0.161622E-07   0.375855E-10   0.249240E-09
  6195   0.142830E-01   0.319158E-03   0.161544E-07   0.319158E-03   0.207501E-03   0.375960E-10   0.161544E-07   0.375960E-10   0.249139E-09
  6196   0.142586E-01   0.319742E-03   0.161466E-07   0.319742E-03   0.207076E-03   0.376059E-10   0.161466E-07   0.376059E-10   0.249038E-09
  6197   0.142344E-01   0.320317E-03   0.161388E-07   0.320317E-03   0.206652E-03   0.376154E-10   0.161388E-07   0.376154E-10   0.248937E-09
  6198   0.142103E-01   0.320884E-03   0.161310E-07   0.320884E-03   0.206227E-03   0.376244E-10   0.161310E-07   0.376244E-10   0.248836E-09
  6199   0.141863E-01   0.321443E-03   0.161232E-07   0.321443E-03   0.205802E-03   0.376329E-10   0.161232E-07   0.376329E-10   0.248736E-09
  6200   0.141625E-01   0.321994E-03   0.161154E-07   0.321994E-03   0.205377E-03   0.376409E-10   0.161154E-07   0.376409E-10   0.248635E-09
  6201   0.141387E-01   0.322537E-03   0.161076E-07   0.322537E-03   0.204953E-03   0.376485E-10   0.161076E-07   0.376485E-10   0.248534E-09
  6202   0.141150E-01   0.323071E-03   0.160998E-07   0.323071E-03   0.204528E-03   0.376556E-10   0.160998E-07   0.376556E-10   0.248434E-09
  6203   0.140915E-01   0.323597E-03   0.160919E-07   0.323597E-03   0.204103E-03   0.376622E-10   0.160919E-07   0.376622E-10   0.248333E-09
  6204   0.140681E-01   0.324115E-03   0.160841E-07   0.324115E-03   0.203679E-03   0.376683E-10   0.160841E-07   0.376683E-10   0.248233E-09
  6205   0.140447E-01   0.324625E-03   0.160763E-07   0.324625E-03   0.203254E-03   0.376739E-10   0.160763E-07   0.376739E-10   0.248132E-09
  6206   0.140215E-01   0.325127E-03   0.160685E-07   0.325127E-03   0.202829E-03   0.376791E-10   0.160685E-07   0.376791E-10   0.248032E-09
  6207   0.139984E-01   0.325621E-03   0.160607E-07   0.325621E-03   0.202405E-03   0.376838E-10   0.160607E-07   0.376838E-10   0.247931E-09
  6208   0.139754E-01   0.326107E-03   0.160529E-07   0.326107E-03   0.201980E-03   0.376880E-10   0.160529E-07   0.376880E-10   0.247831E-09
  6209   0.139525E-01   0.326585E-03   0.160451E-07   0.326585E-03   0.201555E-03   0.376918E-10   0.160451E-07   0.376918E-10   0.247731E-09
  6210   0.139297E-01   0.327055E-03   0.160372E-07   0.327055E-03   0.201131E-03   0.376950E-10   0.160372E-07   0.376950E-10   0.247630E-09
  6211   0.139070E-01   0.327517E-03   0.160294E-07   0.327517E-03   0.200706E-03   0.376979E-10   0.160294E-07   0.376979E-10   0.247530E-09
  6212   0.138845E-01   0.327971E-03   0.160216E-07   0.327971E-03   0.200282E-03   0.377002E-10   0.160216E-07   0.377002E-10   0.247430E-09
  6213   0.138620E-01   0.328417E-03   0.160138E-07   0.328417E-03   0.199857E-03   0.377021E-10   0.160138E-07   0.377021E-10   0.247330E-09
  6214   0.138396E-01   0.328855E-03   0.160060E-07   0.328855E-03   0.199433E-03   0.377036E-10   0.160060E-07   0.377036E-10   0.247230E-09
  6215   0.138174E-01   0.329286E-03   0.159982E-07   0.329286E-03   0.199008E-03   0.377046E-10   0.159982E-07   0.377046E-10   0.247130E-09
  6216   0.137952E-01   0.329708E-03   0.159903E-07   0.329708E-03   0.198584E-03   0.377051E-10   0.159903E-07   0.377051E-10   0.247030E-09
  6217   0.137732E-01   0.330123E-03   0.159825E-07   0.330123E-03   0.198159E-03   0.377052E-10   0.159825E-07   0.377052E-10   0.246930E-09
  6218   0.137512E-01   0.330530E-03   0.159747E-07   0.330530E-03   0.197735E-03   0.377048E-10   0.159747E-07   0.377048E-10   0.246830E-09
  6219   0.137294E-01   0.330929E-03   0.159669E-07   0.330929E-03   0.197310E-03   0.377039E-10   0.159669E-07   0.377039E-10   0.246730E-09
  6220   0.137077E-01   0.331321E-03   0.159591E-07   0.331321E-03   0.196886E-03   0.377027E-10   0.159591E-07   0.377027E-10   0.246630E-09
  6221   0.136861E-01   0.331704E-03   0.159512E-07   0.331704E-03   0.196462E-03   0.377009E-10   0.159512E-07   0.377009E-10   0.246530E-09
  6222   0.136645E-01   0.332081E-03   0.159434E-07   0.332081E-03   0.196037E-03   0.376987E-10   0.159434E-07   0.376987E-10   0.246431E-09
  6223   0.136431E-01   0.332449E-03   0.159356E-07   0.332449E-03   0.195613E-03   0.376961E-10   0.159356E-07   0.376961E-10   0.246331E-09
  6224   0.136218E-01   0.332810E-03   0.159278E-07   0.332810E-03   0.195189E-03   0.376930E-10   0.159278E-07   0.376930E-10   0.246231E-09
  6225   0.136006E-01   0.333163E-03   0.159199E-07   0.333163E-03   0.194765E-03   0.376895E-10   0.159199E-07   0.376895E-10   0.246132E-09
  6226   0.135795E-01   0.333509E-03   0.159121E-07   0.333509E-03   0.194341E-03   0.376856E-10   0.159121E-07   0.376856E-10   0.246032E-09
  6227   0.135585E-01   0.333847E-03   0.159043E-07   0.333847E-03   0.193917E-03   0.376812E-10   0.159043E-07   0.376812E-10   0.245932E-09
  6228   0.135376E-01   0.334178E-03   0.158965E-07   0.334178E-03   0.193493E-03   0.376763E-10   0.158965E-07   0.376763E-10   0.245833E-09
  6229   0.135168E-01   0.334501E-03   0.158887E-07   0.334501E-03   0.193069E-03   0.376711E-10   0.158887E-07   0.376711E-10   0.245734E-09
  6230   0.134961E-01   0.334817E-03   0.158808E-07   0.334817E-03   0.192645E-03   0.376653E-10   0.158808E-07   0.376653E-10   0.245634E-09
  6231   0.134755E-01   0.335125E-03   0.158730E-07   0.335125E-03   0.192221E-03   0.376592E-10   0.158730E-07   0.376592E-10   0.245535E-09
  6232   0.134550E-01   0.335426E-03   0.158652E-07   0.335426E-03   0.191797E-03   0.376526E-10   0.158652E-07   0.376526E-10   0.245435E-09
  6233   0.134346E-01   0.335719E-03   0.158574E-07   0.335719E-03   0.191373E-03   0.376456E-10   0.158574E-07   0.376456E-10   0.245336E-09
  6234   0.134143E-01   0.336005E-03   0.158495E-07   0.336005E-03   0.190950E-03   0.376382E-10   0.158495E-07   0.376382E-10   0.245237E-09
  6235   0.133941E-01   0.336284E-03   0.158417E-07   0.336284E-03   0.190526E-03   0.376303E-10   0.158417E-07   0.376303E-10   0.245138E-09
  6236   0.133740E-01   0.336555E-03   0.158339E-07   0.336555E-03   0.190103E-03   0.376220E-10   0.158339E-07   0.376220E-10   0.245039E-09
  6237   0.133540E-01   0.336819E-03   0.158260E-07   0.336819E-03   0.189679E-03   0.376133E-10   0.158260E-07   0.376133E-10   0.244939E-09
  6238   0.133342E-01   0.337076E-03   0.158182E-07   0.337076E-03   0.189256E-03   0.376042E-10   0.158182E-07   0.376042E-10   0.244840E-09
  6239   0.133144E-01   0.337326E-03   0.158104E-07   0.337326E-03   0.188833E-03   0.375946E-10   0.158104E-07   0.375946E-10   0.244741E-09
  6240   0.132947E-01   0.337568E-03   0.158026E-07   0.337568E-03   0.188409E-03   0.375846E-10   0.158026E-07   0.375846E-10   0.244642E-09
  6241   0.132751E-01   0.337804E-03   0.157947E-07   0.337804E-03   0.187986E-03   0.375742E-10   0.157947E-07   0.375742E-10   0.244543E-09
  6242   0.132556E-01   0.338032E-03   0.157869E-07   0.338032E-03   0.187563E-03   0.375634E-10   0.157869E-07   0.375634E-10   0.244445E-09
  6243   0.132362E-01   0.338253E-03   0.157791E-07   0.338253E-03   0.187140E-03   0.375522E-10   0.157791E-07   0.375522E-10   0.244346E-09
  6244   0.132169E-01   0.338466E-03   0.157713E-07   0.338466E-03   0.186717E-03   0.375406E-10   0.157713E-07   0.375406E-10   0.244247E-09
  6245   0.131977E-01   0.338673E-03   0.157634E-07   0.338673E-03   0.186294E-03   0.375285E-10   0.157634E-07   0.375285E-10   0.244148E-09
  6246   0.131785E-01   0.338873E-03   0.157556E-07   0.338873E-03   0.185871E-03   0.375161E-10   0.157556E-07   0.375161E-10   0.244049E-09
  6247   0.131595E-01   0.339065E-03   0.157478E-07   0.339065E-03   0.185449E-03   0.375032E-10   0.157478E-07   0.375032E-10   0.243951E-09
  6248   0.131406E-01   0.339251E-03   0.157399E-07   0.339251E-03   0.185026E-03   0.374899E-10   0.157399E-07   0.374899E-10   0.243852E-09
  6249   0.131218E-01   0.339430E-03   0.157321E-07   0.339430E-03   0.184604E-03   0.374762E-10   0.157321E-07   0.374762E-10   0.243753E-09
  6250   0.131031E-01   0.339601E-03   0.157243E-07   0.339601E-03   0.184181E-03   0.374621E-10   0.157243E-07   0.374621E-10   0.243655E-09
  6251   0.130844E-01   0.339766E-03   0.157164E-07   0.339766E-03   0.183759E-03   0.374476E-10   0.157164E-07   0.374476E-10   0.243556E-09
  6252   0.130659E-01   0.339924E-03   0.157086E-07   0.339924E-03   0.183337E-03   0.374327E-10   0.157086E-07   0.374327E-10   0.243458E-09
  6253   0.130475E-01   0.340075E-03   0.157008E-07   0.340075E-03   0.182914E-03   0.374175E-10   0.157008E-07   0.374175E-10   0.243359E-09
  6254   0.130291E-01   0.340219E-03   0.156930E-07   0.340219E-03   0.182492E-03   0.374018E-10   0.156930E-07   0.374018E-10   0.243261E-09
  6255   0.130109E-01   0.340356E-03   0.156851E-07   0.340356E-03   0.182070E-03   0.373857E-10   0.156851E-07   0.373857E-10   0.243163E-09
  6256   0.129927E-01   0.340486E-03   0.156773E-07   0.340486E-03   0.181649E-03   0.373692E-10   0.156773E-07   0.373692E-10   0.243064E-09
  6257   0.129747E-01   0.340610E-03   0.156695E-07   0.340610E-03   0.181227E-03   0.373523E-10   0.156695E-07   0.373523E-10   0.242966E-09
  6258   0.129567E-01   0.340727E-03   0.156616E-07   0.340727E-03   0.180805E-03   0.373351E-10   0.156616E-07   0.373351E-10   0.242868E-09
  6259   0.129388E-01   0.340837E-03   0.156538E-07   0.340837E-03   0.180384E-03   0.373174E-10   0.156538E-07   0.373174E-10   0.242770E-09
  6260   0.129210E-01   0.340940E-03   0.156460E-07   0.340940E-03   0.179962E-03   0.372994E-10   0.156460E-07   0.372994E-10   0.242672E-09
  6261   0.129033E-01   0.341037E-03   0.156381E-07   0.341037E-03   0.179541E-03   0.372809E-10   0.156381E-07   0.372809E-10   0.242574E-09
  6262   0.128857E-01   0.341127E-03   0.156303E-07   0.341127E-03   0.179120E-03   0.372621E-10   0.156303E-07   0.372621E-10   0.242476E-09
  6263   0.128682E-01   0.341211E-03   0.156225E-07   0.341211E-03   0.178699E-03   0.372429E-10   0.156225E-07   0.372429E-10   0.242377E-09
  6264   0.128508E-01   0.341288E-03   0.156146E-07   0.341288E-03   0.178278E-03   0.372233E-10   0.156146E-07   0.372233E-10   0.242280E-09
  6265   0.128335E-01   0.341358E-03   0.156068E-07   0.341358E-03   0.177857E-03   0.372034E-10   0.156068E-07   0.372034E-10   0.242182E-09
  6266   0.128163E-01   0.341422E-03   0.155990E-07   0.341422E-03   0.177436E-03   0.371830E-10   0.155990E-07   0.371830E-10   0.242084E-09
  6267   0.127991E-01   0.341479E-03   0.155912E-07   0.341479E-03   0.177016E-03   0.371623E-10   0.155912E-07   0.371623E-10   0.241986E-09
  6268   0.127821E-01   0.341530E-03   0.155833E-07   0.341530E-03   0.176595E-03   0.371412E-10   0.155833E-07   0.371412E-10   0.241888E-09
  6269   0.127651E-01   0.341574E-03   0.155755E-07   0.341574E-03   0.176175E-03   0.371197E-10   0.155755E-07   0.371197E-10   0.241790E-09
  6270   0.127483E-01   0.341612E-03   0.155677E-07   0.341612E-03   0.175755E-03   0.370979E-10   0.155677E-07   0.370979E-10   0.241693E-09
  6271   0.127315E-01   0.341643E-03   0.155598E-07   0.341643E-03   0.175335E-03   0.370757E-10   0.155598E-07   0.370757E-10   0.241595E-09
  6272   0.127148E-01   0.341668E-03   0.155520E-07   0.341668E-03   0.174915E-03   0.370531E-10   0.155520E-07   0.370531E-10   0.241497E-09
  6273   0.126982E-01   0.341686E-03   0.155442E-07   0.341686E-03   0.174495E-03   0.370301E-10   0.155442E-07   0.370301E-10   0.241400E-09
  6274   0.126817E-01   0.341699E-03   0.155363E-07   0.341699E-03   0.174075E-03   0.370068E-10   0.155363E-07   0.370068E-10   0.241302E-09
  6275   0.126652E-01   0.341705E-03   0.155285E-07   0.341705E-03   0.173656E-03   0.369831E-10   0.155285E-07   0.369831E-10   0.241205E-09
  6276   0.126489E-01   0.341704E-03   0.155207E-07   0.341704E-03   0.173236E-03   0.369591E-10   0.155207E-07   0.369591E-10   0.241107E-09
  6277   0.126327E-01   0.341697E-03   0.155128E-07   0.341697E-03   0.172817E-03   0.369346E-10   0.155128E-07   0.369346E-10   0.241010E-09
  6278   0.126165E-01   0.341685E-03   0.155050E-07   0.341685E-03   0.172398E-03   0.369099E-10   0.155050E-07   0.369099E-10   0.240912E-09
  6279   0.126004E-01   0.341665E-03   0.154972E-07   0.341665E-03   0.171979E-03   0.368847E-10   0.154972E-07   0.368847E-10   0.240815E-09
  6280   0.125844E-01   0.341640E-03   0.154893E-07   0.341640E-03   0.171560E-03   0.368592E-10   0.154893E-07   0.368592E-10   0.240718E-09
  6281   0.125685E-01   0.341608E-03   0.154815E-07   0.341608E-03   0.171142E-03   0.368334E-10   0.154815E-07   0.368334E-10   0.240620E-09
  6282   0.125527E-01   0.341571E-03   0.154737E-07   0.341571E-03   0.170723E-03   0.368072E-10   0.154737E-07   0.368072E-10   0.240523E-09
  6283   0.125370E-01   0.341527E-03   0.154659E-07   0.341527E-03   0.170305E-03   0.367806E-10   0.154659E-07   0.367806E-10   0.240426E-09
  6284   0.125214E-01   0.341477E-03   0.154580E-07   0.341477E-03   0.169887E-03   0.367537E-10   0.154580E-07   0.367537E-10   0.240329E-09
