#    L    TT             EE             TE             PP             TP          
  7656   0.461922E-02   0.994469E-05   0.101513E-03   0.645947E+04   0.118417E+00
  7657   0.461526E-02   0.996069E-05   0.101570E-03   0.645685E+04   0.118347E+00
  7658   0.461132E-02   0.997661E-05   0.101627E-03   0.645424E+04   0.118278E+00
  7659   0.460738E-02   0.999245E-05   0.101683E-03   0.645162E+04   0.118208E+00
  7660   0.460344E-02   0.100082E-04   0.101739E-03   0.644901E+04   0.118139E+00
  7661   0.459951E-02   0.100239E-04   0.101795E-03   0.644639E+04   0.118069E+00
  7662   0.459559E-02   0.100395E-04   0.101850E-03   0.644378E+04   0.118000E+00
  7663   0.459168E-02   0.100550E-04   0.101905E-03   0.644117E+04   0.117930E+00
  7664   0.458777E-02   0.100705E-04   0.101960E-03   0.643855E+04   0.117861E+00
  7665   0.458386E-02   0.100859E-04   0.102014E-03   0.643594E+04   0.117792E+00
  7666   0.457997E-02   0.101012E-04   0.102068E-03   0.643334E+04   0.117723E+00
  7667   0.457607E-02   0.101164E-04   0.102121E-03   0.643073E+04   0.117654E+00
  7668   0.457219E-02   0.101315E-04   0.102174E-03   0.642812E+04   0.117585E+00
  7669   0.456831E-02   0.101466E-04   0.102227E-03   0.642551E+04   0.117516E+00
  7670   0.456444E-02   0.101616E-04   0.102279E-03   0.642291E+04   0.117447E+00
  7671   0.456057E-02   0.101765E-04   0.102331E-03   0.642030E+04   0.117378E+00
  7672   0.455671E-02   0.101913E-04   0.102383E-03   0.641770E+04   0.117309E+00
  7673   0.455286E-02   0.102061E-04   0.102434E-03   0.641510E+04   0.117240E+00
  7674   0.454901E-02   0.102207E-04   0.102485E-03   0.641250E+04   0.117172E+00
  7675   0.454517E-02   0.102353E-04   0.102535E-03   0.640990E+04   0.117103E+00
  7676   0.454133E-02   0.102499E-04   0.102585E-03   0.640730E+04   0.117034E+00
  7677   0.453750E-02   0.102643E-04   0.102635E-03   0.640470E+04   0.116966E+00
  7678   0.453368E-02   0.102787E-04   0.102684E-03   0.640210E+04   0.116897E+00
  7679   0.452986E-02   0.102930E-04   0.102733E-03   0.639950E+04   0.116829E+00
  7680   0.452605E-02   0.103072E-04   0.102782E-03   0.639691E+04   0.116760E+00
  7681   0.452225E-02   0.103213E-04   0.102830E-03   0.639432E+04   0.116692E+00
  7682   0.451845E-02   0.103354E-04   0.102878E-03   0.639172E+04   0.116624E+00
  7683   0.451466E-02   0.103494E-04   0.102925E-03   0.638913E+04   0.116556E+00
  7684   0.451087E-02   0.103633E-04   0.102972E-03   0.638654E+04   0.116487E+00
  7685   0.450709E-02   0.103771E-04   0.103019E-03   0.638395E+04   0.116419E+00
  7686   0.450332E-02   0.103909E-04   0.103066E-03   0.638136E+04   0.116351E+00
  7687   0.449955E-02   0.104046E-04   0.103112E-03   0.637877E+04   0.116283E+00
  7688   0.449579E-02   0.104182E-04   0.103157E-03   0.637618E+04   0.116215E+00
  7689   0.449203E-02   0.104317E-04   0.103203E-03   0.637360E+04   0.116147E+00
  7690   0.448828E-02   0.104452E-04   0.103248E-03   0.637101E+04   0.116079E+00
  7691   0.448454E-02   0.104586E-04   0.103292E-03   0.636843E+04   0.116012E+00
  7692   0.448080E-02   0.104719E-04   0.103336E-03   0.636584E+04   0.115944E+00
  7693   0.447707E-02   0.104851E-04   0.103380E-03   0.636326E+04   0.115876E+00
  7694   0.447334E-02   0.104983E-04   0.103424E-03   0.636068E+04   0.115809E+00
  7695   0.446962E-02   0.105113E-04   0.103467E-03   0.635810E+04   0.115741E+00
  7696   0.446591E-02   0.105244E-04   0.103510E-03   0.635552E+04   0.115673E+00
  7697   0.446220E-02   0.105373E-04   0.103552E-03   0.635294E+04   0.115606E+00
  7698   0.445850E-02   0.105501E-04   0.103594E-03   0.635036E+04   0.115538E+00
  7699   0.445480E-02   0.105629E-04   0.103636E-03   0.634778E+04   0.115471E+00
  7700   0.445111E-02   0.105756E-04   0.103677E-03   0.634521E+04   0.115404E+00
  7701   0.444743E-02   0.105883E-04   0.103718E-03   0.634263E+04   0.115336E+00
  7702   0.444375E-02   0.106008E-04   0.103759E-03   0.634006E+04   0.115269E+00
  7703   0.444008E-02   0.106133E-04   0.103799E-03   0.633749E+04   0.115202E+00
  7704   0.443641E-02   0.106257E-04   0.103839E-03   0.633492E+04   0.115135E+00
  7705   0.443275E-02   0.106381E-04   0.103878E-03   0.633234E+04   0.115068E+00
  7706   0.442910E-02   0.106503E-04   0.103917E-03   0.632977E+04   0.115001E+00
  7707   0.442545E-02   0.106625E-04   0.103956E-03   0.632721E+04   0.114934E+00
  7708   0.442181E-02   0.106746E-04   0.103995E-03   0.632464E+04   0.114867E+00
  7709   0.441817E-02   0.106867E-04   0.104033E-03   0.632207E+04   0.114800E+00
  7710   0.441454E-02   0.106987E-04   0.104071E-03   0.631951E+04   0.114733E+00
  7711   0.441092E-02   0.107106E-04   0.104108E-03   0.631694E+04   0.114667E+00
  7712   0.440730E-02   0.107224E-04   0.104145E-03   0.631438E+04   0.114600E+00
  7713   0.440369E-02   0.107341E-04   0.104182E-03   0.631181E+04   0.114533E+00
  7714   0.440008E-02   0.107458E-04   0.104218E-03   0.630925E+04   0.114467E+00
  7715   0.439648E-02   0.107574E-04   0.104254E-03   0.630669E+04   0.114400E+00
  7716   0.439288E-02   0.107689E-04   0.104290E-03   0.630413E+04   0.114334E+00
  7717   0.438929E-02   0.107804E-04   0.104325E-03   0.630157E+04   0.114267E+00
  7718   0.438571E-02   0.107918E-04   0.104360E-03   0.629901E+04   0.114201E+00
  7719   0.438213E-02   0.108031E-04   0.104394E-03   0.629646E+04   0.114135E+00
  7720   0.437856E-02   0.108143E-04   0.104429E-03   0.629390E+04   0.114068E+00
  7721   0.437500E-02   0.108255E-04   0.104463E-03   0.629135E+04   0.114002E+00
  7722   0.437144E-02   0.108366E-04   0.104496E-03   0.628879E+04   0.113936E+00
  7723   0.436788E-02   0.108476E-04   0.104529E-03   0.628624E+04   0.113870E+00
  7724   0.436434E-02   0.108586E-04   0.104562E-03   0.628369E+04   0.113804E+00
  7725   0.436080E-02   0.108694E-04   0.104595E-03   0.628113E+04   0.113738E+00
  7726   0.435726E-02   0.108802E-04   0.104627E-03   0.627858E+04   0.113672E+00
  7727   0.435373E-02   0.108910E-04   0.104659E-03   0.627604E+04   0.113606E+00
  7728   0.435020E-02   0.109016E-04   0.104690E-03   0.627349E+04   0.113540E+00
  7729   0.434669E-02   0.109122E-04   0.104721E-03   0.627094E+04   0.113474E+00
  7730   0.434317E-02   0.109228E-04   0.104752E-03   0.626839E+04   0.113409E+00
  7731   0.433967E-02   0.109332E-04   0.104782E-03   0.626585E+04   0.113343E+00
  7732   0.433616E-02   0.109436E-04   0.104812E-03   0.626330E+04   0.113277E+00
  7733   0.433267E-02   0.109539E-04   0.104842E-03   0.626076E+04   0.113212E+00
  7734   0.432918E-02   0.109641E-04   0.104871E-03   0.625822E+04   0.113146E+00
  7735   0.432570E-02   0.109743E-04   0.104901E-03   0.625568E+04   0.113081E+00
  7736   0.432222E-02   0.109844E-04   0.104929E-03   0.625314E+04   0.113015E+00
  7737   0.431875E-02   0.109944E-04   0.104958E-03   0.625060E+04   0.112950E+00
  7738   0.431528E-02   0.110043E-04   0.104986E-03   0.624806E+04   0.112884E+00
  7739   0.431182E-02   0.110142E-04   0.105013E-03   0.624552E+04   0.112819E+00
  7740   0.430836E-02   0.110240E-04   0.105041E-03   0.624298E+04   0.112754E+00
  7741   0.430491E-02   0.110338E-04   0.105068E-03   0.624045E+04   0.112689E+00
  7742   0.430147E-02   0.110434E-04   0.105094E-03   0.623791E+04   0.112624E+00
  7743   0.429803E-02   0.110530E-04   0.105121E-03   0.623538E+04   0.112559E+00
  7744   0.429460E-02   0.110626E-04   0.105147E-03   0.623285E+04   0.112494E+00
  7745   0.429117E-02   0.110720E-04   0.105172E-03   0.623032E+04   0.112429E+00
  7746   0.428775E-02   0.110814E-04   0.105197E-03   0.622779E+04   0.112364E+00
  7747   0.428434E-02   0.110907E-04   0.105222E-03   0.622526E+04   0.112299E+00
  7748   0.428093E-02   0.111000E-04   0.105247E-03   0.622273E+04   0.112234E+00
  7749   0.427753E-02   0.111091E-04   0.105271E-03   0.622020E+04   0.112169E+00
  7750   0.427413E-02   0.111182E-04   0.105295E-03   0.621767E+04   0.112105E+00
  7751   0.427074E-02   0.111273E-04   0.105319E-03   0.621515E+04   0.112040E+00
  7752   0.426735E-02   0.111363E-04   0.105342E-03   0.621262E+04   0.111975E+00
  7753   0.426397E-02   0.111452E-04   0.105365E-03   0.621010E+04   0.111911E+00
  7754   0.426059E-02   0.111540E-04   0.105388E-03   0.620757E+04   0.111846E+00
  7755   0.425723E-02   0.111627E-04   0.105410E-03   0.620505E+04   0.111782E+00
  7756   0.425386E-02   0.111714E-04   0.105432E-03   0.620253E+04   0.111717E+00
  7757   0.425050E-02   0.111801E-04   0.105454E-03   0.620001E+04   0.111653E+00
  7758   0.424715E-02   0.111886E-04   0.105475E-03   0.619749E+04   0.111589E+00
  7759   0.424380E-02   0.111971E-04   0.105496E-03   0.619497E+04   0.111525E+00
  7760   0.424046E-02   0.112055E-04   0.105516E-03   0.619246E+04   0.111460E+00
  7761   0.423713E-02   0.112139E-04   0.105537E-03   0.618994E+04   0.111396E+00
  7762   0.423380E-02   0.112221E-04   0.105557E-03   0.618743E+04   0.111332E+00
  7763   0.423047E-02   0.112303E-04   0.105576E-03   0.618491E+04   0.111268E+00
  7764   0.422715E-02   0.112385E-04   0.105596E-03   0.618240E+04   0.111204E+00
  7765   0.422384E-02   0.112466E-04   0.105615E-03   0.617989E+04   0.111140E+00
  7766   0.422053E-02   0.112546E-04   0.105633E-03   0.617737E+04   0.111076E+00
  7767   0.421723E-02   0.112625E-04   0.105651E-03   0.617486E+04   0.111012E+00
  7768   0.421394E-02   0.112704E-04   0.105669E-03   0.617235E+04   0.110949E+00
  7769   0.421065E-02   0.112782E-04   0.105687E-03   0.616985E+04   0.110885E+00
  7770   0.420736E-02   0.112859E-04   0.105704E-03   0.616734E+04   0.110821E+00
  7771   0.420408E-02   0.112936E-04   0.105721E-03   0.616483E+04   0.110758E+00
  7772   0.420081E-02   0.113012E-04   0.105738E-03   0.616233E+04   0.110694E+00
  7773   0.419754E-02   0.113087E-04   0.105754E-03   0.615982E+04   0.110631E+00
  7774   0.419427E-02   0.113162E-04   0.105771E-03   0.615732E+04   0.110567E+00
  7775   0.419102E-02   0.113235E-04   0.105786E-03   0.615482E+04   0.110504E+00
  7776   0.418777E-02   0.113309E-04   0.105802E-03   0.615231E+04   0.110440E+00
  7777   0.418452E-02   0.113381E-04   0.105817E-03   0.614981E+04   0.110377E+00
  7778   0.418128E-02   0.113453E-04   0.105831E-03   0.614731E+04   0.110314E+00
  7779   0.417804E-02   0.113525E-04   0.105846E-03   0.614482E+04   0.110250E+00
  7780   0.417481E-02   0.113595E-04   0.105860E-03   0.614232E+04   0.110187E+00
  7781   0.417159E-02   0.113665E-04   0.105874E-03   0.613982E+04   0.110124E+00
  7782   0.416837E-02   0.113734E-04   0.105887E-03   0.613733E+04   0.110061E+00
  7783   0.416516E-02   0.113803E-04   0.105900E-03   0.613483E+04   0.109998E+00
  7784   0.416195E-02   0.113871E-04   0.105913E-03   0.613234E+04   0.109935E+00
  7785   0.415875E-02   0.113938E-04   0.105926E-03   0.612984E+04   0.109872E+00
  7786   0.415555E-02   0.114005E-04   0.105938E-03   0.612735E+04   0.109809E+00
  7787   0.415236E-02   0.114071E-04   0.105950E-03   0.612486E+04   0.109747E+00
  7788   0.414917E-02   0.114136E-04   0.105961E-03   0.612237E+04   0.109684E+00
  7789   0.414599E-02   0.114201E-04   0.105972E-03   0.611988E+04   0.109621E+00
  7790   0.414282E-02   0.114265E-04   0.105983E-03   0.611739E+04   0.109558E+00
  7791   0.413965E-02   0.114328E-04   0.105994E-03   0.611491E+04   0.109496E+00
  7792   0.413648E-02   0.114391E-04   0.106004E-03   0.611242E+04   0.109433E+00
  7793   0.413333E-02   0.114453E-04   0.106014E-03   0.610993E+04   0.109371E+00
  7794   0.413017E-02   0.114514E-04   0.106024E-03   0.610745E+04   0.109308E+00
  7795   0.412702E-02   0.114575E-04   0.106033E-03   0.610497E+04   0.109246E+00
  7796   0.412388E-02   0.114635E-04   0.106042E-03   0.610248E+04   0.109184E+00
  7797   0.412074E-02   0.114694E-04   0.106051E-03   0.610000E+04   0.109121E+00
  7798   0.411761E-02   0.114753E-04   0.106059E-03   0.609752E+04   0.109059E+00
  7799   0.411449E-02   0.114811E-04   0.106067E-03   0.609504E+04   0.108997E+00
  7800   0.411137E-02   0.114868E-04   0.106075E-03   0.609256E+04   0.108935E+00
  7801   0.410825E-02   0.114925E-04   0.106082E-03   0.609009E+04   0.108873E+00
  7802   0.410514E-02   0.114981E-04   0.106089E-03   0.608761E+04   0.108810E+00
  7803   0.410204E-02   0.115037E-04   0.106096E-03   0.608514E+04   0.108748E+00
  7804   0.409894E-02   0.115092E-04   0.106103E-03   0.608266E+04   0.108687E+00
  7805   0.409584E-02   0.115146E-04   0.106109E-03   0.608019E+04   0.108625E+00
  7806   0.409275E-02   0.115199E-04   0.106115E-03   0.607771E+04   0.108563E+00
  7807   0.408967E-02   0.115252E-04   0.106120E-03   0.607524E+04   0.108501E+00
  7808   0.408659E-02   0.115305E-04   0.106126E-03   0.607277E+04   0.108439E+00
  7809   0.408352E-02   0.115356E-04   0.106131E-03   0.607030E+04   0.108378E+00
  7810   0.408045E-02   0.115407E-04   0.106135E-03   0.606783E+04   0.108316E+00
  7811   0.407739E-02   0.115458E-04   0.106140E-03   0.606536E+04   0.108254E+00
  7812   0.407433E-02   0.115507E-04   0.106144E-03   0.606290E+04   0.108193E+00
  7813   0.407128E-02   0.115556E-04   0.106147E-03   0.606043E+04   0.108131E+00
  7814   0.406824E-02   0.115605E-04   0.106151E-03   0.605797E+04   0.108070E+00
  7815   0.406520E-02   0.115653E-04   0.106154E-03   0.605550E+04   0.108008E+00
  7816   0.406216E-02   0.115700E-04   0.106157E-03   0.605304E+04   0.107947E+00
  7817   0.405913E-02   0.115746E-04   0.106159E-03   0.605058E+04   0.107886E+00
  7818   0.405611E-02   0.115792E-04   0.106161E-03   0.604812E+04   0.107824E+00
  7819   0.405309E-02   0.115838E-04   0.106163E-03   0.604566E+04   0.107763E+00
  7820   0.405007E-02   0.115882E-04   0.106165E-03   0.604320E+04   0.107702E+00
  7821   0.404706E-02   0.115926E-04   0.106166E-03   0.604074E+04   0.107641E+00
  7822   0.404406E-02   0.115970E-04   0.106167E-03   0.603828E+04   0.107580E+00
  7823   0.404106E-02   0.116013E-04   0.106168E-03   0.603582E+04   0.107519E+00
  7824   0.403807E-02   0.116055E-04   0.106168E-03   0.603337E+04   0.107458E+00
  7825   0.403508E-02   0.116096E-04   0.106168E-03   0.603091E+04   0.107397E+00
  7826   0.403210E-02   0.116137E-04   0.106168E-03   0.602846E+04   0.107336E+00
  7827   0.402912E-02   0.116177E-04   0.106168E-03   0.602601E+04   0.107275E+00
  7828   0.402615E-02   0.116217E-04   0.106167E-03   0.602356E+04   0.107215E+00
  7829   0.402318E-02   0.116256E-04   0.106166E-03   0.602110E+04   0.107154E+00
  7830   0.402022E-02   0.116294E-04   0.106164E-03   0.601866E+04   0.107093E+00
  7831   0.401726E-02   0.116332E-04   0.106163E-03   0.601621E+04   0.107033E+00
  7832   0.401431E-02   0.116369E-04   0.106161E-03   0.601376E+04   0.106972E+00
  7833   0.401136E-02   0.116406E-04   0.106158E-03   0.601131E+04   0.106912E+00
  7834   0.400842E-02   0.116442E-04   0.106156E-03   0.600887E+04   0.106851E+00
  7835   0.400549E-02   0.116477E-04   0.106153E-03   0.600642E+04   0.106791E+00
  7836   0.400256E-02   0.116512E-04   0.106150E-03   0.600398E+04   0.106730E+00
  7837   0.399963E-02   0.116546E-04   0.106146E-03   0.600153E+04   0.106670E+00
  7838   0.399671E-02   0.116580E-04   0.106142E-03   0.599909E+04   0.106610E+00
  7839   0.399379E-02   0.116612E-04   0.106138E-03   0.599665E+04   0.106550E+00
  7840   0.399088E-02   0.116645E-04   0.106134E-03   0.599421E+04   0.106489E+00
  7841   0.398798E-02   0.116676E-04   0.106129E-03   0.599177E+04   0.106429E+00
  7842   0.398508E-02   0.116707E-04   0.106124E-03   0.598933E+04   0.106369E+00
  7843   0.398218E-02   0.116738E-04   0.106119E-03   0.598689E+04   0.106309E+00
  7844   0.397929E-02   0.116768E-04   0.106114E-03   0.598446E+04   0.106249E+00
  7845   0.397641E-02   0.116797E-04   0.106108E-03   0.598202E+04   0.106189E+00
  7846   0.397353E-02   0.116825E-04   0.106102E-03   0.597959E+04   0.106129E+00
  7847   0.397066E-02   0.116853E-04   0.106095E-03   0.597715E+04   0.106070E+00
  7848   0.396779E-02   0.116881E-04   0.106088E-03   0.597472E+04   0.106010E+00
  7849   0.396492E-02   0.116908E-04   0.106081E-03   0.597229E+04   0.105950E+00
  7850   0.396206E-02   0.116934E-04   0.106074E-03   0.596986E+04   0.105890E+00
  7851   0.395921E-02   0.116959E-04   0.106067E-03   0.596743E+04   0.105831E+00
  7852   0.395636E-02   0.116984E-04   0.106059E-03   0.596500E+04   0.105771E+00
  7853   0.395352E-02   0.117009E-04   0.106051E-03   0.596257E+04   0.105712E+00
  7854   0.395068E-02   0.117033E-04   0.106042E-03   0.596015E+04   0.105652E+00
  7855   0.394784E-02   0.117056E-04   0.106033E-03   0.595772E+04   0.105593E+00
  7856   0.394502E-02   0.117078E-04   0.106024E-03   0.595529E+04   0.105533E+00
  7857   0.394219E-02   0.117100E-04   0.106015E-03   0.595287E+04   0.105474E+00
  7858   0.393937E-02   0.117122E-04   0.106006E-03   0.595045E+04   0.105415E+00
  7859   0.393656E-02   0.117143E-04   0.105996E-03   0.594803E+04   0.105356E+00
  7860   0.393375E-02   0.117163E-04   0.105986E-03   0.594560E+04   0.105296E+00
  7861   0.393095E-02   0.117183E-04   0.105975E-03   0.594318E+04   0.105237E+00
  7862   0.392815E-02   0.117202E-04   0.105964E-03   0.594076E+04   0.105178E+00
  7863   0.392536E-02   0.117220E-04   0.105953E-03   0.593835E+04   0.105119E+00
  7864   0.392257E-02   0.117238E-04   0.105942E-03   0.593593E+04   0.105060E+00
  7865   0.391979E-02   0.117255E-04   0.105931E-03   0.593351E+04   0.105001E+00
  7866   0.391701E-02   0.117272E-04   0.105919E-03   0.593110E+04   0.104942E+00
  7867   0.391423E-02   0.117288E-04   0.105907E-03   0.592868E+04   0.104883E+00
  7868   0.391146E-02   0.117304E-04   0.105894E-03   0.592627E+04   0.104825E+00
  7869   0.390870E-02   0.117319E-04   0.105882E-03   0.592385E+04   0.104766E+00
  7870   0.390594E-02   0.117333E-04   0.105869E-03   0.592144E+04   0.104707E+00
  7871   0.390319E-02   0.117347E-04   0.105855E-03   0.591903E+04   0.104649E+00
  7872   0.390044E-02   0.117360E-04   0.105842E-03   0.591662E+04   0.104590E+00
  7873   0.389770E-02   0.117373E-04   0.105828E-03   0.591421E+04   0.104531E+00
  7874   0.389496E-02   0.117385E-04   0.105814E-03   0.591181E+04   0.104473E+00
  7875   0.389222E-02   0.117396E-04   0.105800E-03   0.590940E+04   0.104414E+00
  7876   0.388950E-02   0.117407E-04   0.105785E-03   0.590699E+04   0.104356E+00
  7877   0.388677E-02   0.117417E-04   0.105770E-03   0.590459E+04   0.104298E+00
  7878   0.388405E-02   0.117427E-04   0.105755E-03   0.590218E+04   0.104239E+00
  7879   0.388134E-02   0.117436E-04   0.105739E-03   0.589978E+04   0.104181E+00
  7880   0.387863E-02   0.117445E-04   0.105724E-03   0.589738E+04   0.104123E+00
  7881   0.387592E-02   0.117453E-04   0.105708E-03   0.589498E+04   0.104065E+00
  7882   0.387323E-02   0.117460E-04   0.105691E-03   0.589257E+04   0.104007E+00
  7883   0.387053E-02   0.117467E-04   0.105675E-03   0.589018E+04   0.103948E+00
  7884   0.386784E-02   0.117474E-04   0.105658E-03   0.588778E+04   0.103890E+00
  7885   0.386516E-02   0.117479E-04   0.105641E-03   0.588538E+04   0.103832E+00
  7886   0.386248E-02   0.117485E-04   0.105624E-03   0.588298E+04   0.103775E+00
  7887   0.385980E-02   0.117489E-04   0.105606E-03   0.588059E+04   0.103717E+00
