#    L    TT             EE             TE             PP             TP          
  5135   0.128956E+00   0.361886E-02  -0.389956E-02   0.180102E+05   0.490278E+00
  5136   0.128697E+00   0.361085E-02  -0.390127E-02   0.180025E+05   0.489673E+00
  5137   0.128438E+00   0.360283E-02  -0.390287E-02   0.179949E+05   0.489082E+00
  5138   0.128180E+00   0.359481E-02  -0.390437E-02   0.179872E+05   0.488503E+00
  5139   0.127929E+00   0.358663E-02  -0.390561E-02   0.179796E+05   0.487938E+00
  5140   0.127678E+00   0.357837E-02  -0.390697E-02   0.179720E+05   0.487385E+00
  5141   0.127419E+00   0.357010E-02  -0.390808E-02   0.179643E+05   0.486844E+00
  5142   0.127162E+00   0.356175E-02  -0.390901E-02   0.179567E+05   0.486316E+00
  5143   0.126904E+00   0.355340E-02  -0.390990E-02   0.179491E+05   0.485800E+00
  5144   0.126661E+00   0.354489E-02  -0.391055E-02   0.179415E+05   0.485296E+00
  5145   0.126411E+00   0.353630E-02  -0.391108E-02   0.179339E+05   0.484804E+00
  5146   0.126154E+00   0.352771E-02  -0.391159E-02   0.179262E+05   0.484324E+00
  5147   0.125904E+00   0.351918E-02  -0.391184E-02   0.179186E+05   0.483855E+00
  5148   0.125662E+00   0.351043E-02  -0.391192E-02   0.179110E+05   0.483397E+00
  5149   0.125406E+00   0.350167E-02  -0.391188E-02   0.179034E+05   0.482951E+00
  5150   0.125157E+00   0.349275E-02  -0.391152E-02   0.178958E+05   0.482516E+00
  5151   0.124915E+00   0.348391E-02  -0.391120E-02   0.178882E+05   0.482091E+00
  5152   0.124674E+00   0.347491E-02  -0.391055E-02   0.178806E+05   0.481677E+00
  5153   0.124425E+00   0.346598E-02  -0.390980E-02   0.178731E+05   0.481273E+00
  5154   0.124192E+00   0.345689E-02  -0.390886E-02   0.178655E+05   0.480880E+00
  5155   0.123936E+00   0.344788E-02  -0.390775E-02   0.178579E+05   0.480497E+00
  5156   0.123695E+00   0.343857E-02  -0.390638E-02   0.178503E+05   0.480124E+00
  5157   0.123455E+00   0.342939E-02  -0.390483E-02   0.178428E+05   0.479760E+00
  5158   0.123207E+00   0.342022E-02  -0.390317E-02   0.178352E+05   0.479406E+00
  5159   0.122966E+00   0.341081E-02  -0.390119E-02   0.178276E+05   0.479062E+00
  5160   0.122719E+00   0.340148E-02  -0.389909E-02   0.178201E+05   0.478727E+00
  5161   0.122479E+00   0.339214E-02  -0.389667E-02   0.178125E+05   0.478400E+00
  5162   0.122239E+00   0.338258E-02  -0.389422E-02   0.178050E+05   0.478083E+00
  5163   0.121999E+00   0.337309E-02  -0.389151E-02   0.177974E+05   0.477775E+00
  5164   0.121759E+00   0.336344E-02  -0.388839E-02   0.177899E+05   0.477475E+00
  5165   0.121520E+00   0.335386E-02  -0.388532E-02   0.177823E+05   0.477183E+00
  5166   0.121281E+00   0.334428E-02  -0.388199E-02   0.177748E+05   0.476900E+00
  5167   0.121041E+00   0.333455E-02  -0.387826E-02   0.177672E+05   0.476624E+00
  5168   0.120809E+00   0.332489E-02  -0.387442E-02   0.177597E+05   0.476357E+00
  5169   0.120563E+00   0.331493E-02  -0.387032E-02   0.177522E+05   0.476097E+00
  5170   0.120324E+00   0.330519E-02  -0.386612E-02   0.177447E+05   0.475845E+00
  5171   0.120092E+00   0.329530E-02  -0.386151E-02   0.177372E+05   0.475600E+00
  5172   0.119854E+00   0.328533E-02  -0.385672E-02   0.177296E+05   0.475362E+00
  5173   0.119615E+00   0.327544E-02  -0.385167E-02   0.177221E+05   0.475131E+00
  5174   0.119376E+00   0.326539E-02  -0.384644E-02   0.177146E+05   0.474907E+00
  5175   0.119145E+00   0.325541E-02  -0.384088E-02   0.177071E+05   0.474690E+00
  5176   0.118907E+00   0.324528E-02  -0.383514E-02   0.176996E+05   0.474479E+00
  5177   0.118661E+00   0.323523E-02  -0.382929E-02   0.176921E+05   0.474274E+00
  5178   0.118430E+00   0.322502E-02  -0.382296E-02   0.176846E+05   0.474076E+00
  5179   0.118192E+00   0.321504E-02  -0.381653E-02   0.176771E+05   0.473883E+00
  5180   0.117961E+00   0.320475E-02  -0.380983E-02   0.176696E+05   0.473697E+00
  5181   0.117716E+00   0.319454E-02  -0.380281E-02   0.176622E+05   0.473516E+00
  5182   0.117478E+00   0.318425E-02  -0.379567E-02   0.176547E+05   0.473340E+00
  5183   0.117247E+00   0.317404E-02  -0.378828E-02   0.176472E+05   0.473169E+00
  5184   0.117009E+00   0.316375E-02  -0.378056E-02   0.176397E+05   0.473004E+00
  5185   0.116764E+00   0.315346E-02  -0.377258E-02   0.176323E+05   0.472844E+00
  5186   0.116533E+00   0.314302E-02  -0.376442E-02   0.176248E+05   0.472688E+00
  5187   0.116296E+00   0.313272E-02  -0.375600E-02   0.176174E+05   0.472537E+00
  5188   0.116065E+00   0.312236E-02  -0.374747E-02   0.176099E+05   0.472390E+00
  5189   0.115820E+00   0.311199E-02  -0.373846E-02   0.176024E+05   0.472248E+00
  5190   0.115590E+00   0.310147E-02  -0.372934E-02   0.175950E+05   0.472110E+00
  5191   0.115352E+00   0.309110E-02  -0.371989E-02   0.175876E+05   0.471975E+00
  5192   0.115107E+00   0.308058E-02  -0.371026E-02   0.175801E+05   0.471844E+00
  5193   0.114870E+00   0.307021E-02  -0.370029E-02   0.175727E+05   0.471717E+00
  5194   0.114632E+00   0.305961E-02  -0.369022E-02   0.175652E+05   0.471593E+00
  5195   0.114395E+00   0.304917E-02  -0.367974E-02   0.175578E+05   0.471473E+00
  5196   0.114165E+00   0.303865E-02  -0.366914E-02   0.175504E+05   0.471355E+00
  5197   0.113927E+00   0.302820E-02  -0.365829E-02   0.175430E+05   0.471240E+00
  5198   0.113690E+00   0.301768E-02  -0.364719E-02   0.175355E+05   0.471128E+00
  5199   0.113452E+00   0.300717E-02  -0.363582E-02   0.175281E+05   0.471018E+00
  5200   0.113207E+00   0.299672E-02  -0.362419E-02   0.175207E+05   0.470911E+00
  5201   0.112977E+00   0.298606E-02  -0.361231E-02   0.175133E+05   0.470806E+00
  5202   0.112740E+00   0.297569E-02  -0.360032E-02   0.175059E+05   0.470702E+00
  5203   0.112495E+00   0.296502E-02  -0.358791E-02   0.174985E+05   0.470601E+00
  5204   0.112257E+00   0.295458E-02  -0.357533E-02   0.174911E+05   0.470501E+00
  5205   0.112027E+00   0.294415E-02  -0.356256E-02   0.174837E+05   0.470403E+00
  5206   0.111782E+00   0.293356E-02  -0.354953E-02   0.174763E+05   0.470306E+00
  5207   0.111545E+00   0.292312E-02  -0.353617E-02   0.174689E+05   0.470210E+00
  5208   0.111300E+00   0.291254E-02  -0.352269E-02   0.174615E+05   0.470115E+00
  5209   0.111047E+00   0.290203E-02  -0.350911E-02   0.174542E+05   0.470021E+00
  5210   0.110810E+00   0.289160E-02  -0.349512E-02   0.174468E+05   0.469927E+00
  5211   0.110565E+00   0.288110E-02  -0.348094E-02   0.174394E+05   0.469834E+00
  5212   0.110320E+00   0.287060E-02  -0.346658E-02   0.174320E+05   0.469741E+00
  5213   0.110082E+00   0.286010E-02  -0.345188E-02   0.174247E+05   0.469648E+00
  5214   0.109837E+00   0.284975E-02  -0.343715E-02   0.174173E+05   0.469555E+00
  5215   0.109584E+00   0.283925E-02  -0.342208E-02   0.174100E+05   0.469462E+00
  5216   0.109346E+00   0.282884E-02  -0.340691E-02   0.174026E+05   0.469368E+00
  5217   0.109101E+00   0.281850E-02  -0.339132E-02   0.173953E+05   0.469274E+00
  5218   0.108863E+00   0.280816E-02  -0.337570E-02   0.173879E+05   0.469179E+00
  5219   0.108610E+00   0.279767E-02  -0.335981E-02   0.173806E+05   0.469083E+00
  5220   0.108372E+00   0.278742E-02  -0.334374E-02   0.173732E+05   0.468985E+00
  5221   0.108111E+00   0.277701E-02  -0.332749E-02   0.173659E+05   0.468887E+00
  5222   0.107873E+00   0.276684E-02  -0.331112E-02   0.173586E+05   0.468787E+00
  5223   0.107627E+00   0.275651E-02  -0.329434E-02   0.173512E+05   0.468685E+00
  5224   0.107374E+00   0.274642E-02  -0.327746E-02   0.173439E+05   0.468582E+00
  5225   0.107128E+00   0.273625E-02  -0.326046E-02   0.173366E+05   0.468476E+00
  5226   0.106882E+00   0.272609E-02  -0.324319E-02   0.173293E+05   0.468369E+00
  5227   0.106629E+00   0.271600E-02  -0.322590E-02   0.173219E+05   0.468259E+00
  5228   0.106383E+00   0.270585E-02  -0.320826E-02   0.173146E+05   0.468146E+00
  5229   0.106137E+00   0.269584E-02  -0.319059E-02   0.173073E+05   0.468031E+00
  5230   0.105883E+00   0.268577E-02  -0.317266E-02   0.173000E+05   0.467913E+00
  5231   0.105636E+00   0.267578E-02  -0.315454E-02   0.172927E+05   0.467792E+00
  5232   0.105375E+00   0.266579E-02  -0.313623E-02   0.172854E+05   0.467667E+00
  5233   0.105121E+00   0.265595E-02  -0.311781E-02   0.172781E+05   0.467540E+00
  5234   0.104867E+00   0.264604E-02  -0.309928E-02   0.172708E+05   0.467409E+00
  5235   0.104612E+00   0.263614E-02  -0.308049E-02   0.172636E+05   0.467274E+00
  5236   0.104358E+00   0.262639E-02  -0.306159E-02   0.172563E+05   0.467137E+00
  5237   0.104104E+00   0.261657E-02  -0.304258E-02   0.172490E+05   0.466996E+00
  5238   0.103849E+00   0.260691E-02  -0.302345E-02   0.172417E+05   0.466851E+00
  5239   0.103587E+00   0.259717E-02  -0.300414E-02   0.172344E+05   0.466704E+00
  5240   0.103325E+00   0.258752E-02  -0.298473E-02   0.172272E+05   0.466553E+00
  5241   0.103077E+00   0.257794E-02  -0.296512E-02   0.172199E+05   0.466399E+00
  5242   0.102815E+00   0.256836E-02  -0.294542E-02   0.172126E+05   0.466242E+00
  5243   0.102552E+00   0.255887E-02  -0.292567E-02   0.172054E+05   0.466082E+00
  5244   0.102305E+00   0.254945E-02  -0.290582E-02   0.171981E+05   0.465919E+00
  5245   0.102035E+00   0.254004E-02  -0.288571E-02   0.171909E+05   0.465753E+00
  5246   0.101779E+00   0.253063E-02  -0.286557E-02   0.171836E+05   0.465583E+00
  5247   0.101524E+00   0.252138E-02  -0.284533E-02   0.171764E+05   0.465411E+00
  5248   0.101253E+00   0.251213E-02  -0.282505E-02   0.171691E+05   0.465235E+00
  5249   0.100998E+00   0.250295E-02  -0.280459E-02   0.171619E+05   0.465057E+00
  5250   0.100735E+00   0.249378E-02  -0.278403E-02   0.171547E+05   0.464875E+00
  5251   0.100471E+00   0.248469E-02  -0.276336E-02   0.171474E+05   0.464691E+00
  5252   0.100201E+00   0.247561E-02  -0.274274E-02   0.171402E+05   0.464504E+00
  5253   0.999446E-01   0.246660E-02  -0.272194E-02   0.171330E+05   0.464314E+00
  5254   0.996811E-01   0.245774E-02  -0.270103E-02   0.171258E+05   0.464121E+00
  5255   0.994101E-01   0.244874E-02  -0.268010E-02   0.171186E+05   0.463925E+00
  5256   0.991538E-01   0.243997E-02  -0.265921E-02   0.171114E+05   0.463726E+00
  5257   0.988826E-01   0.243113E-02  -0.263823E-02   0.171041E+05   0.463525E+00
  5258   0.986188E-01   0.242244E-02  -0.261714E-02   0.170969E+05   0.463321E+00
  5259   0.983474E-01   0.241368E-02  -0.259602E-02   0.170897E+05   0.463114E+00
  5260   0.980834E-01   0.240514E-02  -0.257488E-02   0.170825E+05   0.462904E+00
  5261   0.978193E-01   0.239661E-02  -0.255371E-02   0.170753E+05   0.462692E+00
  5262   0.975551E-01   0.238801E-02  -0.253251E-02   0.170681E+05   0.462477E+00
  5263   0.972834E-01   0.237963E-02  -0.251122E-02   0.170610E+05   0.462259E+00
  5264   0.970116E-01   0.237126E-02  -0.248997E-02   0.170538E+05   0.462039E+00
  5265   0.967397E-01   0.236290E-02  -0.246856E-02   0.170466E+05   0.461816E+00
  5266   0.964752E-01   0.235468E-02  -0.244734E-02   0.170394E+05   0.461591E+00
  5267   0.962106E-01   0.234647E-02  -0.242595E-02   0.170322E+05   0.461363E+00
  5268   0.959311E-01   0.233834E-02  -0.240461E-02   0.170251E+05   0.461133E+00
  5269   0.956664E-01   0.233028E-02  -0.238325E-02   0.170179E+05   0.460900E+00
  5270   0.953941E-01   0.232223E-02  -0.236194E-02   0.170107E+05   0.460665E+00
  5271   0.951144E-01   0.231426E-02  -0.234061E-02   0.170036E+05   0.460427E+00
  5272   0.948494E-01   0.230636E-02  -0.231926E-02   0.169964E+05   0.460187E+00
  5273   0.945770E-01   0.229862E-02  -0.229797E-02   0.169893E+05   0.459944E+00
  5274   0.943118E-01   0.229080E-02  -0.227665E-02   0.169821E+05   0.459699E+00
  5275   0.940392E-01   0.228307E-02  -0.225539E-02   0.169750E+05   0.459452E+00
  5276   0.937740E-01   0.227541E-02  -0.223411E-02   0.169678E+05   0.459202E+00
  5277   0.935012E-01   0.226782E-02  -0.221296E-02   0.169607E+05   0.458950E+00
  5278   0.932210E-01   0.226025E-02  -0.219179E-02   0.169536E+05   0.458696E+00
  5279   0.929481E-01   0.225289E-02  -0.217060E-02   0.169464E+05   0.458440E+00
  5280   0.926751E-01   0.224547E-02  -0.214954E-02   0.169393E+05   0.458181E+00
  5281   0.924095E-01   0.223813E-02  -0.212855E-02   0.169322E+05   0.457921E+00
  5282   0.921290E-01   0.223093E-02  -0.210753E-02   0.169250E+05   0.457658E+00
  5283   0.918559E-01   0.222367E-02  -0.208657E-02   0.169179E+05   0.457393E+00
  5284   0.915901E-01   0.221656E-02  -0.206567E-02   0.169108E+05   0.457126E+00
  5285   0.913094E-01   0.220952E-02  -0.204491E-02   0.169037E+05   0.456856E+00
  5286   0.910360E-01   0.220249E-02  -0.202420E-02   0.168966E+05   0.456585E+00
  5287   0.907700E-01   0.219546E-02  -0.200356E-02   0.168895E+05   0.456312E+00
  5288   0.904966E-01   0.218866E-02  -0.198305E-02   0.168824E+05   0.456036E+00
  5289   0.902156E-01   0.218186E-02  -0.196245E-02   0.168753E+05   0.455759E+00
  5290   0.899420E-01   0.217506E-02  -0.194206E-02   0.168682E+05   0.455480E+00
  5291   0.896758E-01   0.216834E-02  -0.192173E-02   0.168611E+05   0.455199E+00
  5292   0.893947E-01   0.216170E-02  -0.190154E-02   0.168540E+05   0.454916E+00
  5293   0.891209E-01   0.215521E-02  -0.188141E-02   0.168469E+05   0.454631E+00
  5294   0.888545E-01   0.214865E-02  -0.186142E-02   0.168399E+05   0.454344E+00
  5295   0.885732E-01   0.214216E-02  -0.184157E-02   0.168328E+05   0.454055E+00
  5296   0.883067E-01   0.213576E-02  -0.182171E-02   0.168257E+05   0.453765E+00
  5297   0.880327E-01   0.212950E-02  -0.180198E-02   0.168186E+05   0.453472E+00
  5298   0.877512E-01   0.212317E-02  -0.178247E-02   0.168116E+05   0.453178E+00
  5299   0.874846E-01   0.211700E-02  -0.176295E-02   0.168045E+05   0.452882E+00
  5300   0.872104E-01   0.211082E-02  -0.174364E-02   0.167974E+05   0.452585E+00
  5301   0.869362E-01   0.210473E-02  -0.172448E-02   0.167904E+05   0.452286E+00
  5302   0.866620E-01   0.209878E-02  -0.170531E-02   0.167833E+05   0.451985E+00
  5303   0.863877E-01   0.209284E-02  -0.168642E-02   0.167763E+05   0.451682E+00
  5304   0.861133E-01   0.208690E-02  -0.166761E-02   0.167692E+05   0.451378E+00
  5305   0.858389E-01   0.208104E-02  -0.164886E-02   0.167622E+05   0.451073E+00
  5306   0.855645E-01   0.207526E-02  -0.163033E-02   0.167551E+05   0.450766E+00
  5307   0.852900E-01   0.206955E-02  -0.161187E-02   0.167481E+05   0.450457E+00
  5308   0.850155E-01   0.206384E-02  -0.159363E-02   0.167411E+05   0.450147E+00
  5309   0.847557E-01   0.205829E-02  -0.157560E-02   0.167340E+05   0.449835E+00
  5310   0.844737E-01   0.205274E-02  -0.155765E-02   0.167270E+05   0.449522E+00
  5311   0.842065E-01   0.204734E-02  -0.153976E-02   0.167200E+05   0.449207E+00
  5312   0.839392E-01   0.204186E-02  -0.152225E-02   0.167130E+05   0.448891E+00
  5313   0.836644E-01   0.203647E-02  -0.150480E-02   0.167060E+05   0.448574E+00
  5314   0.833971E-01   0.203115E-02  -0.148750E-02   0.166989E+05   0.448255E+00
  5315   0.831297E-01   0.202591E-02  -0.147028E-02   0.166919E+05   0.447935E+00
  5316   0.828622E-01   0.202067E-02  -0.145335E-02   0.166849E+05   0.447613E+00
  5317   0.825947E-01   0.201550E-02  -0.143649E-02   0.166779E+05   0.447290E+00
  5318   0.823198E-01   0.201042E-02  -0.141993E-02   0.166709E+05   0.446967E+00
  5319   0.820522E-01   0.200533E-02  -0.140345E-02   0.166639E+05   0.446641E+00
  5320   0.817846E-01   0.200025E-02  -0.138711E-02   0.166569E+05   0.446315E+00
  5321   0.815170E-01   0.199532E-02  -0.137100E-02   0.166500E+05   0.445987E+00
  5322   0.812494E-01   0.199039E-02  -0.135511E-02   0.166430E+05   0.445659E+00
  5323   0.809817E-01   0.198569E-02  -0.133937E-02   0.166360E+05   0.445329E+00
  5324   0.807132E-01   0.198084E-02  -0.132386E-02   0.166290E+05   0.444998E+00
  5325   0.804499E-01   0.197606E-02  -0.130849E-02   0.166220E+05   0.444666E+00
  5326   0.801866E-01   0.197144E-02  -0.129336E-02   0.166151E+05   0.444332E+00
  5327   0.799232E-01   0.196674E-02  -0.127837E-02   0.166081E+05   0.443998E+00
  5328   0.796531E-01   0.196220E-02  -0.126354E-02   0.166011E+05   0.443663E+00
  5329   0.793971E-01   0.195766E-02  -0.124901E-02   0.165942E+05   0.443327E+00
  5330   0.791344E-01   0.195312E-02  -0.123464E-02   0.165872E+05   0.442990E+00
  5331   0.788717E-01   0.194865E-02  -0.122049E-02   0.165802E+05   0.442652E+00
  5332   0.786082E-01   0.194434E-02  -0.120642E-02   0.165733E+05   0.442313E+00
  5333   0.783528E-01   0.193995E-02  -0.119265E-02   0.165663E+05   0.441973E+00
  5334   0.780900E-01   0.193557E-02  -0.117904E-02   0.165594E+05   0.441632E+00
  5335   0.778264E-01   0.193126E-02  -0.116559E-02   0.165525E+05   0.441291E+00
  5336   0.775710E-01   0.192703E-02  -0.115236E-02   0.165455E+05   0.440948E+00
  5337   0.773155E-01   0.192288E-02  -0.113945E-02   0.165386E+05   0.440605E+00
  5338   0.770571E-01   0.191872E-02  -0.112668E-02   0.165316E+05   0.440261E+00
  5339   0.768008E-01   0.191457E-02  -0.111408E-02   0.165247E+05   0.439917E+00
  5340   0.765453E-01   0.191049E-02  -0.110171E-02   0.165178E+05   0.439571E+00
  5341   0.762913E-01   0.190649E-02  -0.108964E-02   0.165109E+05   0.439225E+00
  5342   0.760379E-01   0.190242E-02  -0.107766E-02   0.165040E+05   0.438879E+00
  5343   0.757853E-01   0.189850E-02  -0.106599E-02   0.164970E+05   0.438531E+00
  5344   0.755327E-01   0.189451E-02  -0.105440E-02   0.164901E+05   0.438184E+00
  5345   0.752823E-01   0.189066E-02  -0.104312E-02   0.164832E+05   0.437835E+00
  5346   0.750311E-01   0.188682E-02  -0.103200E-02   0.164763E+05   0.437486E+00
  5347   0.747807E-01   0.188298E-02  -0.102112E-02   0.164694E+05   0.437136E+00
  5348   0.745332E-01   0.187914E-02  -0.101040E-02   0.164625E+05   0.436786E+00
  5349   0.742850E-01   0.187545E-02  -0.999985E-03   0.164556E+05   0.436436E+00
  5350   0.740382E-01   0.187176E-02  -0.989736E-03   0.164487E+05   0.436085E+00
  5351   0.737915E-01   0.186800E-02  -0.979724E-03   0.164418E+05   0.435733E+00
  5352   0.735469E-01   0.186431E-02  -0.969950E-03   0.164349E+05   0.435381E+00
  5353   0.733023E-01   0.186063E-02  -0.960265E-03   0.164281E+05   0.435029E+00
  5354   0.730592E-01   0.185702E-02  -0.950892E-03   0.164212E+05   0.434676E+00
  5355   0.728169E-01   0.185349E-02  -0.941684E-03   0.164143E+05   0.434324E+00
  5356   0.725760E-01   0.184989E-02  -0.932716E-03   0.164074E+05   0.433970E+00
  5357   0.723351E-01   0.184636E-02  -0.923913E-03   0.164006E+05   0.433617E+00
  5358   0.720965E-01   0.184290E-02  -0.915424E-03   0.163937E+05   0.433263E+00
  5359   0.718585E-01   0.183938E-02  -0.907102E-03   0.163868E+05   0.432909E+00
  5360   0.716206E-01   0.183592E-02  -0.898946E-03   0.163800E+05   0.432555E+00
  5361   0.713856E-01   0.183247E-02  -0.891032E-03   0.163731E+05   0.432200E+00
  5362   0.711499E-01   0.182903E-02  -0.883360E-03   0.163663E+05   0.431846E+00
  5363   0.709157E-01   0.182573E-02  -0.875930E-03   0.163594E+05   0.431491E+00
  5364   0.706830E-01   0.182228E-02  -0.868595E-03   0.163526E+05   0.431136E+00
  5365   0.704510E-01   0.181898E-02  -0.861577E-03   0.163457E+05   0.430781E+00
  5366   0.702205E-01   0.181561E-02  -0.854654E-03   0.163389E+05   0.430426E+00
  5367   0.699907E-01   0.181232E-02  -0.847976E-03   0.163320E+05   0.430071E+00
  5368   0.697624E-01   0.180902E-02  -0.841542E-03   0.163252E+05   0.429716E+00
  5369   0.695349E-01   0.180573E-02  -0.835279E-03   0.163184E+05   0.429361E+00
  5370   0.693088E-01   0.180244E-02  -0.829336E-03   0.163116E+05   0.429006E+00
  5371   0.690843E-01   0.179922E-02  -0.823490E-03   0.163047E+05   0.428651E+00
  5372   0.688605E-01   0.179601E-02  -0.817891E-03   0.162979E+05   0.428297E+00
  5373   0.686374E-01   0.179272E-02  -0.812464E-03   0.162911E+05   0.427942E+00
  5374   0.684166E-01   0.178951E-02  -0.807210E-03   0.162843E+05   0.427587E+00
  5375   0.681965E-01   0.178629E-02  -0.802204E-03   0.162775E+05   0.427233E+00
  5376   0.679772E-01   0.178316E-02  -0.797372E-03   0.162707E+05   0.426879E+00
  5377   0.677594E-01   0.177995E-02  -0.792715E-03   0.162639E+05   0.426525E+00
  5378   0.675430E-01   0.177681E-02  -0.788306E-03   0.162571E+05   0.426171E+00
  5379   0.673275E-01   0.177367E-02  -0.784073E-03   0.162503E+05   0.425818E+00
  5380   0.671119E-01   0.177039E-02  -0.780015E-03   0.162435E+05   0.425465E+00
  5381   0.668993E-01   0.176733E-02  -0.776208E-03   0.162367E+05   0.425112E+00
  5382   0.666890E-01   0.176420E-02  -0.772503E-03   0.162299E+05   0.424759E+00
  5383   0.664779E-01   0.176107E-02  -0.769049E-03   0.162231E+05   0.424407E+00
  5384   0.662691E-01   0.175786E-02  -0.765847E-03   0.162163E+05   0.424055E+00
  5385   0.660617E-01   0.175480E-02  -0.762675E-03   0.162095E+05   0.423704E+00
  5386   0.658544E-01   0.175175E-02  -0.759755E-03   0.162028E+05   0.423353E+00
  5387   0.656494E-01   0.174862E-02  -0.757088E-03   0.161960E+05   0.423003E+00
  5388   0.654451E-01   0.174549E-02  -0.754452E-03   0.161892E+05   0.422653E+00
  5389   0.652430E-01   0.174243E-02  -0.752070E-03   0.161825E+05   0.422304E+00
  5390   0.650410E-01   0.173930E-02  -0.749868E-03   0.161757E+05   0.421955E+00
  5391   0.648412E-01   0.173625E-02  -0.747847E-03   0.161689E+05   0.421606E+00
  5392   0.646422E-01   0.173305E-02  -0.746006E-03   0.161622E+05   0.421259E+00
  5393   0.644454E-01   0.172992E-02  -0.744273E-03   0.161554E+05   0.420912E+00
  5394   0.642486E-01   0.172679E-02  -0.742722E-03   0.161487E+05   0.420565E+00
  5395   0.640541E-01   0.172374E-02  -0.741353E-03   0.161419E+05   0.420219E+00
  5396   0.638604E-01   0.172062E-02  -0.740242E-03   0.161352E+05   0.419874E+00
  5397   0.636689E-01   0.171749E-02  -0.739239E-03   0.161284E+05   0.419530E+00
  5398   0.634775E-01   0.171436E-02  -0.738420E-03   0.161217E+05   0.419186E+00
  5399   0.632875E-01   0.171116E-02  -0.737711E-03   0.161150E+05   0.418844E+00
  5400   0.630998E-01   0.170804E-02  -0.737187E-03   0.161082E+05   0.418502E+00
  5401   0.629122E-01   0.170491E-02  -0.736773E-03   0.161015E+05   0.418160E+00
  5402   0.627275E-01   0.170186E-02  -0.736545E-03   0.160948E+05   0.417820E+00
  5403   0.625429E-01   0.169867E-02  -0.736502E-03   0.160881E+05   0.417480E+00
  5404   0.623605E-01   0.169547E-02  -0.736571E-03   0.160814E+05   0.417142E+00
  5405   0.621782E-01   0.169234E-02  -0.736752E-03   0.160746E+05   0.416804E+00
  5406   0.619988E-01   0.168907E-02  -0.737043E-03   0.160679E+05   0.416467E+00
  5407   0.618203E-01   0.168587E-02  -0.737594E-03   0.160612E+05   0.416131E+00
  5408   0.616417E-01   0.168267E-02  -0.738256E-03   0.160545E+05   0.415796E+00
  5409   0.614669E-01   0.167947E-02  -0.739102E-03   0.160478E+05   0.415461E+00
  5410   0.612922E-01   0.167628E-02  -0.739910E-03   0.160411E+05   0.415128E+00
  5411   0.611174E-01   0.167300E-02  -0.740977E-03   0.160344E+05   0.414795E+00
  5412   0.609457E-01   0.166973E-02  -0.742080E-03   0.160277E+05   0.414463E+00
  5413   0.607747E-01   0.166654E-02  -0.743366E-03   0.160210E+05   0.414132E+00
  5414   0.606060E-01   0.166319E-02  -0.744762E-03   0.160143E+05   0.413802E+00
  5415   0.604381E-01   0.165999E-02  -0.746267E-03   0.160077E+05   0.413473E+00
  5416   0.602717E-01   0.165657E-02  -0.747956E-03   0.160010E+05   0.413145E+00
  5417   0.601060E-01   0.165330E-02  -0.749679E-03   0.159943E+05   0.412817E+00
  5418   0.599419E-01   0.165003E-02  -0.751512E-03   0.159876E+05   0.412490E+00
  5419   0.597800E-01   0.164669E-02  -0.753452E-03   0.159810E+05   0.412164E+00
  5420   0.596182E-01   0.164334E-02  -0.755501E-03   0.159743E+05   0.411839E+00
  5421   0.594586E-01   0.163992E-02  -0.757658E-03   0.159676E+05   0.411515E+00
  5422   0.593006E-01   0.163658E-02  -0.759924E-03   0.159610E+05   0.411191E+00
  5423   0.591425E-01   0.163323E-02  -0.762222E-03   0.159543E+05   0.410869E+00
  5424   0.589867E-01   0.162974E-02  -0.764703E-03   0.159477E+05   0.410547E+00
  5425   0.588310E-01   0.162640E-02  -0.767216E-03   0.159410E+05   0.410226E+00
  5426   0.586783E-01   0.162291E-02  -0.769837E-03   0.159344E+05   0.409906E+00
  5427   0.585255E-01   0.161941E-02  -0.772491E-03   0.159277E+05   0.409587E+00
  5428   0.583743E-01   0.161585E-02  -0.775177E-03   0.159211E+05   0.409268E+00
  5429   0.582247E-01   0.161243E-02  -0.778044E-03   0.159144E+05   0.408950E+00
  5430   0.580765E-01   0.160894E-02  -0.780943E-03   0.159078E+05   0.408633E+00
  5431   0.579291E-01   0.160538E-02  -0.783874E-03   0.159012E+05   0.408317E+00
  5432   0.577840E-01   0.160174E-02  -0.786911E-03   0.158945E+05   0.408002E+00
  5433   0.576396E-01   0.159825E-02  -0.789979E-03   0.158879E+05   0.407688E+00
  5434   0.574968E-01   0.159461E-02  -0.793228E-03   0.158813E+05   0.407374E+00
  5435   0.573547E-01   0.159097E-02  -0.796433E-03   0.158747E+05   0.407061E+00
  5436   0.572134E-01   0.158740E-02  -0.799744E-03   0.158681E+05   0.406749E+00
  5437   0.570744E-01   0.158369E-02  -0.803085E-03   0.158614E+05   0.406438E+00
  5438   0.569361E-01   0.158005E-02  -0.806383E-03   0.158548E+05   0.406127E+00
  5439   0.567993E-01   0.157634E-02  -0.809859E-03   0.158482E+05   0.405817E+00
  5440   0.566634E-01   0.157270E-02  -0.813292E-03   0.158416E+05   0.405508E+00
  5441   0.565297E-01   0.156892E-02  -0.816829E-03   0.158350E+05   0.405200E+00
  5442   0.563960E-01   0.156521E-02  -0.820321E-03   0.158284E+05   0.404893E+00
  5443   0.562645E-01   0.156142E-02  -0.823917E-03   0.158218E+05   0.404586E+00
  5444   0.561324E-01   0.155771E-02  -0.827617E-03   0.158152E+05   0.404281E+00
